boltzmann a,boltzmann b,boltzmann c,Optimistic boltzmann a,Optimistic boltzmann b,Optimistic boltzmann c
7.2115168421,6.7664289573,6.976425914,9.7640899854,11.0103155469,10.0565062864
7.0467630613,6.999929835,7.3048066074,8.983422936,9.2351409587,10.5049561623
7.2038537692,6.7089937285,7.3552218336,10.1656459549,9.669426319,9.3700224124
6.9742952588,7.1419502966,7.2349675591,10.6087500284,9.6620504806,10.0329437865
7.1298533972,6.9947412329,6.9006918162,10.085731408,10.5977375427,9.2694843737
7.0508280377,6.6855727801,7.4250952836,8.956397764,10.1307921683,6.8253179498
7.1124884482,7.0026413795,7.4544896865,8.8100529206,9.7648051406,8.957068548
7.2836490809,6.5698922103,7.2055636068,8.8424595906,10.258760743,9.7032432174
7.0644152494,6.8924877866,7.295501241,9.8678332632,9.2418520033,9.5350137612
7.0000470127,7.2709027049,7.2573127302,10.601049791,10.1803798776,9.2380928181
7.1034142637,7.6099770959,7.0786632439,9.7830032576,10.3714019025,9.2826283205
6.9916840263,6.9121084645,6.8623909794,10.0779191014,10.1807496402,9.3991974856
7.0974103255,6.8420051379,7.5120824044,10.6462865022,8.9612167269,9.5546433337
7.0880697632,6.9802918576,7.9272029624,9.2734980554,10.0687147966,10.2002051083
7.1586195377,6.7674297675,6.9591244585,9.2783740448,9.3801844974,9.968461389
6.9269733728,6.9660525944,7.3957988435,9.6405109654,10.0890123123,9.6292339444
7.3395588884,6.9703418147,7.6375558193,9.3733091115,8.4261051763,9.0433084226
7.1760442977,6.3546398914,7.5070278386,10.060021866,10.1795939516,9.468878401
6.9430356568,6.9170342357,7.0419043429,9.7786987014,10.0779492811,9.3277494007
7.2841403404,6.954944288,6.2674729568,8.8983320713,8.9579885756,9.8889296073
7.0641926639,7.2436454668,7.677050735,9.2321131163,10.9420368709,8.0195454484
7.0658689734,7.1137360764,7.1889208255,7.8072975915,10.4746633866,9.7376247056
7.0088511524,6.5418906312,7.1608812191,10.5961604453,9.3554765607,9.1553222932
6.9486499815,6.7009017897,7.3178199093,10.5138347521,9.26682464,9.7591588771
7.1321279298,6.5335910247,7.3365335398,9.6525684592,10.1664402688,9.6666736764
7.1637292546,7.0288427596,7.4001063464,9.5388983997,9.2322423239,11.3083021765
7.0622569821,6.854885571,7.2757624831,10.4998775407,9.1390496039,9.0346685253
7.0561080258,6.9212574012,7.2698945673,8.5520097545,10.6712076943,9.4260197532
7.029453991,6.7573554288,6.9539805396,8.885978961,9.3326593341,9.0772695251
6.9223172338,6.5385957432,7.1048748325,9.200672436,9.1336579581,8.1337753969
7.1752573025,7.1937487638,7.2919855149,8.9086769028,10.4703947118,8.1188531836
7.2186467816,7.3441063975,7.2921360372,9.5345350474,9.666548017,8.4544867133
7.1180733873,6.7117078469,7.5029050357,10.0795735753,10.0647215104,9.9847612324
7.0967735843,6.6535245633,7.1949404066,8.1188291164,9.1477346999,8.8096080409
7.0041021275,7.076156442,7.2519880635,10.5238760865,10.3714665442,9.8685743054
7.1978539506,7.3346773002,7.2445916594,9.5582215113,9.7557216436,10.6983858969
7.0982689631,7.1242008249,7.2183358198,8.5512292066,9.7727787145,9.2141364339
7.1303279283,6.6418532121,7.6173914083,8.4193754101,10.1764373123,10.8837701022
7.2406192006,6.9208714555,7.066186401,9.9557141686,9.6531176691,10.753189051
7.0577911879,6.9472833372,7.2849598947,9.2441247685,9.6563990862,10.3895382492
7.0242606495,6.8570377021,7.3419935767,10.095008209,10.0708421566,9.6245149808
7.1582246077,6.506804339,7.1411609688,7.4027453391,9.6562308618,8.6564389866
7.1991699085,6.9142112668,7.1646662749,8.9746978748,10.3685067428,9.9957596023
6.9626607371,6.8365639804,6.8824940827,8.8966129309,10.4949866696,7.9484961363
7.1531852023,6.7506530427,7.3808752029,8.0009553678,9.1752066468,8.8516832578
7.0804637018,7.6846986067,7.453304873,10.7824525008,9.2662476698,10.7483109433
7.1976144381,6.8720176175,7.2701199987,10.1137909936,8.8453674667,10.0242363519
7.0468193886,6.8568505376,7.5137088488,9.8082188714,8.8487286637,9.748982165
7.2288500642,7.0263026838,7.2855799895,9.9484678293,9.3125815688,9.6045358621
7.1820163251,6.7683392416,6.8813337157,9.9833495025,8.9413294542,9.9754997311
7.1628116856,6.8363613309,7.4060273627,8.9295634884,9.3432922309,9.9772385257
7.1121425132,6.8265374767,7.2877707789,8.5435148239,9.7462234806,10.8747739418
7.2305907282,6.6661824594,7.471042705,10.215252889,8.8268366789,8.506610802
7.1080411217,6.9889822056,7.1484414875,8.0064128131,9.9626945136,10.0101403147
7.0438807289,6.7787034199,7.277064447,9.3545557603,9.8531761458,8.8419143162
7.2386074183,6.54271688,7.2474077222,8.9594091834,10.0549336794,10.385702638
7.0698143178,6.9759427184,7.2412313785,8.926309799,10.1788311617,10.3573290599
7.176590376,7.1493844739,7.1237594603,9.6674334539,11.0215809748,11.5928389226
7.1356726873,6.3788963361,6.9770639349,8.515714394,10.1837908199,8.9798077038
7.1696954703,6.507318484,7.2194708838,9.3669164435,9.7730605555,8.7977077057
7.0236183088,6.8175753257,7.2441741853,9.3702110463,9.7654992895,9.1545866711
6.9607014371,6.8596393709,7.3403933924,9.1221496477,9.974507836,8.8694269997
7.1974788404,6.8356543812,7.210035443,8.4721131384,10.1671889387,9.1678976137
7.1767605984,6.5486476052,7.1203730241,9.1193831564,10.5743427822,9.5841287107
7.2837590077,6.7941593348,7.2660110834,10.575032337,10.5467387721,9.0442541102
7.2085502524,7.2060013416,7.8003633902,9.4448761762,10.1746176495,8.4836464796
7.0072868717,7.0028592241,7.6281214922,8.5383405112,10.593472449,10.1122443979
7.1054068581,6.8736719178,7.2270667425,9.3381266021,9.7555151797,10.5129962652
7.048952612,7.124086551,7.703142134,8.8398648563,10.8921687087,10.071501907
7.2573581853,7.2915569217,7.2421968738,10.0929493091,9.6606553728,9.7231017434
7.0177704749,6.9915046084,6.5457306256,10.227799237,9.9513855933,9.9340028263
7.1517570972,6.9408319139,7.0603334675,8.7475235433,10.1797574759,9.0022802319
7.2611695393,6.7010718603,7.6176737231,8.9448440285,10.3114196208,10.7436583773
7.2801861924,6.988648735,7.2392951923,10.4819496191,10.594537742,7.5029558882
7.0617617431,7.2229901082,7.2854773354,10.574492049,10.4875944527,8.403096462
7.2133752638,7.0222207237,7.1397734778,7.71128419,9.6508503692,9.9433037018
7.1928888623,7.4716755433,7.0285266834,8.9562917122,8.8377189711,9.2728906774
7.2656045069,6.7399552237,7.0794582953,9.5574335287,8.8182579377,8.503573985
7.200724833,6.7059067671,7.4331479787,10.0648194765,9.5537103101,10.5846475752
7.154244519,6.7203024859,7.4055525644,10.219163121,9.9572362413,8.5871122266
7.0795593062,6.9121284552,7.4401464661,9.6391488637,9.6644150498,8.8275601103
7.1035176233,6.4808425989,7.3859107066,9.5340262257,8.9620059717,9.028681954
7.1283006036,7.0571677318,7.1398733883,10.1472068597,9.7709328498,9.7073694012
6.9549597097,7.3897325397,7.5826651771,10.4211735241,9.3520409616,10.4730540921
7.1135619306,6.5687355669,7.073735521,9.0374626596,10.0897082258,10.5202257011
7.1313791252,6.927001691,7.5060093526,9.7848611613,10.2656630688,8.9474021854
7.2223838121,6.9243503582,7.402891328,10.179899135,9.54947385,9.7059695674
7.0855271374,6.8049776484,7.2376238497,9.3486399929,9.7670261742,10.5077209425
7.1139529593,6.5545478713,7.054831409,8.9332486115,9.6634313961,9.809308867
7.0900223873,6.9936612443,7.1228878128,10.6103586217,7.906871188,9.5993057408
6.8439768785,7.3793285269,7.071952996,9.322908699,10.077306009,8.7170079478
6.8831471215,6.9198370886,7.3131638006,10.1644006704,10.2708703915,9.6111723685
7.2865564053,7.0469732635,7.5703775275,10.0909451579,10.8943319109,8.7373355779
7.2302018149,6.6642264525,7.3703227269,8.0246347381,9.6490399758,11.0278141714
7.1061636824,6.6263563459,6.944325292,9.6600910637,8.4357305131,8.6652158874
7.0372714264,6.7183276767,7.2860486113,8.8267703444,7.6028563781,10.7793542539
7.1387924334,7.0459759025,7.1685266588,9.7372703603,8.9513830114,9.7898234332
6.9878913533,6.8496103458,7.2515832837,7.604800565,10.4762478567,8.0974420826
7.0798632004,6.8466846215,7.4442372502,9.136884306,9.9686112248,7.9461940584
7.0663434943,6.5524395198,7.3390907951,8.1980255062,9.965779576,8.9546542187
7.0852781398,6.7927051478,7.4695392688,8.3993455617,8.3208581708,9.0766683579
7.2827924773,7.3110763515,7.6307173251,8.548041814,10.4886834618,8.1830538072
7.0767036883,6.7298230705,7.244411755,8.8066360298,9.2721023749,10.0287662698
7.0506099392,6.4829350104,7.233012041,8.8088414474,10.8982504083,9.2625095478
7.0618921813,7.1082493344,7.2419857628,8.9499851781,9.1277028965,8.1870786604
7.2027613261,6.0088788104,7.0418566968,9.2349578076,9.344979066,10.6094387696
7.0423908844,6.5532705524,7.1067309187,10.6054742411,10.5990764698,10.5586239979
7.1554321233,7.2330546715,7.2444474629,8.8341052567,10.4679824068,8.8077456969
7.1985806251,6.8891166763,7.2101338142,7.7356716512,9.1570417072,9.5405377734
7.1598156732,6.9481169289,7.2680422705,7.2075531813,9.5457510605,8.5212718746
7.0452667851,7.0707736287,7.3563148586,10.0785962183,10.5761546396,9.8856175042
7.1220708806,7.0096842155,7.4769518767,9.3445500435,10.484066485,8.0413477902
7.0933050301,6.7888708603,7.2429400682,11.0184516448,9.6151938215,9.3685787132
7.0875116519,6.6066822213,7.1998104719,8.9483533388,9.9448779183,8.0356142676
7.1817947958,7.0421559597,7.3104198693,8.8766604759,9.9623426057,9.3679237028
7.2172942407,6.9896884225,7.1844903386,9.4190901922,9.5417534708,9.6162792717
7.0340483162,7.0448923378,7.0281525684,8.8206925163,9.5515814542,8.8031412591
6.9020995143,6.6566712328,7.0818227777,9.2563659201,9.3629893056,9.8048843703
7.031240913,6.6483568135,7.3068409149,9.956705466,9.7791778397,9.9170055501
6.954489458,6.9011072739,7.5314384645,9.5375804636,8.9509984044,8.9820144814
7.046098837,7.0032832563,7.2492236378,8.8696901943,10.886889625,10.9089044032
7.1667289979,7.29662846,7.3952571464,9.3601603257,10.0907522365,9.5867345452
7.1862568838,6.9280216447,7.5429704888,10.1759332794,8.8460500656,10.411423203
7.1083884057,6.8316304668,7.4384814212,10.1620563968,10.7757917096,5.5652894185
7.0552286828,7.1920454191,7.1883711371,9.6211741859,9.865036825,9.5633131999
7.01098362,6.5501446035,7.385032296,10.1759368247,8.8557131708,10.1704378515
7.089829302,7.1370751688,7.1388287492,9.237977371,9.8515888141,8.8802810727
7.0843690772,7.0585054703,7.4621686481,9.3366295505,9.5489385581,11.2003476632
6.930393779,6.7352466072,7.1420140179,10.062775996,9.6761228349,8.3770289152
7.1720409793,6.914210038,7.2324743957,10.3070458026,9.8371416092,9.9750858589
7.2678184815,6.3351279349,7.2923680987,9.2758501953,10.8882518113,9.3297260649
7.0783901898,6.7880950556,7.4259115806,9.8650727995,10.890523457,10.5294232884
7.0013501018,7.0060374296,7.4100939879,8.9444689146,10.0743513522,11.4286153694
7.1329025172,7.3483168149,6.9782726537,9.4418364623,10.8850529296,10.2754226284
6.8977975206,6.9206140249,7.3468641346,10.2094945391,9.351814123,9.4159765813
6.9132082886,7.2223836161,7.4212232546,9.6594222856,9.6633687627,8.2672466432
7.1617526231,6.4754919214,7.3326132616,9.6533405162,10.9947518242,9.2626505421
7.1485267617,7.1977023086,6.9885694512,10.1807835536,10.0478753528,10.8838056814
7.2665336236,6.9646402439,7.1122317628,10.5990090473,8.9480223954,7.8319171366
7.1739467207,6.7457285004,7.1763189959,8.5353853361,9.2774669487,8.0201296869
7.0787331528,7.0089063971,7.2510618286,9.776435199,10.1675016985,8.4025394299
7.0113272675,7.1037504753,7.623524896,9.3751531833,9.7810790646,9.3241069026
7.331564525,6.9935128791,7.2001481666,8.8398318626,9.6706930784,9.3727158596
7.1876112236,6.7899961244,7.266437336,9.3708784199,10.177237915,10.6361966862
7.0662795661,7.0706894868,7.5427704055,9.2622490206,9.3591083021,8.5887817062
7.0744886401,6.8810356477,7.3780916198,8.73833558,9.3674411724,10.0161128328
7.2527563203,7.4114316573,7.0682132892,8.4867020283,10.3616542644,8.794431176
7.0542474953,7.258805787,7.2421404053,10.3671253487,9.2576337847,9.0232109352
7.0328752263,6.9310724135,7.2598785627,10.2091965771,9.9603435797,9.7958523733
7.1239998163,7.1229693257,7.1739262274,9.2815977669,9.7791611576,8.1457270276
7.2030252689,6.9626023026,7.3998692649,8.8426137545,9.2533682897,9.1035096838
7.1678551958,6.3955780262,7.3613951006,8.1322591119,10.0753995644,9.3575993946
7.1456273936,7.095637422,7.0370673272,8.0408686516,10.4708602432,10.0111410948
6.9946613657,6.8339475329,7.3188341542,9.3535714867,9.7869059201,10.231921769
7.2098743219,6.4359685973,7.2474666523,10.06864444,10.1686075493,8.5720423996
7.1099337076,7.372394962,7.1249027326,10.5996842712,10.0652279301,9.1821320795
7.1686260177,6.6542266504,7.0707676929,8.143490636,10.5867239099,10.3283891455
7.0225513578,6.7135549565,7.1886769172,10.4885968353,9.0192577615,8.3381432335
7.3222451556,6.7949787584,7.2462074205,10.0821420204,9.4428196708,10.0295842672
7.0667877425,7.0754222217,7.5855443014,9.6756973377,9.6547732879,8.6661685878
7.1303434758,7.0497912335,7.1412088327,10.4896999014,9.5621795469,9.9145121932
7.2477047937,6.5223471782,7.1117859689,8.0386934927,9.6560325949,8.8282375942
7.219123989,7.2388209081,6.9574634941,8.5320984478,9.6533032516,10.441067634
6.9564158835,7.3323225911,7.1268050886,9.9714284193,9.3681664846,10.1406334881
7.0695207365,7.352148614,7.1836267455,9.9445338105,10.1964838534,9.4378569973
7.1258831917,7.33590395,6.8706232908,7.7285497223,10.5736382177,7.9279912854
7.0947614735,6.9490351199,7.3007970863,10.1200614809,9.4359079629,8.7776594894
7.218640478,6.848299295,7.1288876303,9.4420356284,10.1700579276,8.7421613659
7.068435655,6.501483211,7.2881656905,10.603838505,10.4813597399,10.7845088847
7.0510771675,6.8018664062,7.3974437433,9.6728794654,10.8809832008,9.1475129534
7.2119900724,6.6577922053,7.421390977,10.0778213441,10.3603445425,10.3052507753
7.0536929121,7.5220549911,7.1438762097,10.6038910478,9.1458717569,9.5596412074
7.0761843561,7.0956693113,7.2509444389,10.4893869523,10.5826683489,9.3679536011
6.9758419186,6.9934647914,7.4432199719,9.6500316354,9.7625897696,10.1245841034
7.1272752345,6.5969856579,7.1680907041,9.4202105782,10.0665035388,9.4728312567
7.1967051972,7.14130735,7.0699789752,8.9554717947,9.7579998256,9.9036902915
7.2256321028,6.6989178827,7.04263054,9.55217151,10.0634659931,9.1959650385
7.1337429683,6.7700306014,6.967266034,10.1740469038,9.9520749356,10.4602062099
7.0858232405,7.0262365633,7.1260314645,8.115554029,9.9769090304,9.7337926107
7.1171451332,7.0555994511,7.0537999948,10.8668914004,9.328112388,8.1727709252
7.2431878871,6.5975122589,7.2851182146,8.8406391374,10.0587171601,9.0391182269
7.0032025877,6.7706569094,7.2817326892,10.1672986417,10.1897240726,8.2301706942
7.131304677,7.2691319121,7.413889515,10.4717633126,9.6656102252,9.7314992862
7.155952739,7.1322939969,7.3699015564,9.7901350656,10.0745426674,10.06732533
7.2407773697,6.3517134142,7.1496877762,9.3347475165,10.1808333424,9.195453139
7.0581942561,6.9346686374,7.2366829524,7.0551519074,8.4494849591,8.9837912004
7.1917051837,6.7472041381,7.3502958687,8.3335110703,10.5668741576,7.2535463648
7.0786510847,7.0102754198,7.1978018554,8.843037146,9.8483257183,9.7346720752
7.0672494168,6.9785986392,7.3135137737,8.9712891927,9.7819399169,8.2516004256
7.1751132512,7.0345906312,7.0254039927,10.608901112,9.3452820156,8.5526687098
7.1924237677,7.1152110052,7.1745855336,9.6451181717,8.8413746704,10.1279486307
7.078187399,6.7335262548,7.4105655771,9.6551596675,8.9372620502,8.7208222602
7.161848928,6.649626411,7.2052079335,10.0658013012,10.6103188651,8.8791922654
7.1385834859,6.8949114413,6.9915099203,9.3514758797,10.4953952169,8.0148512787
7.115645802,7.4630110743,7.2301985418,10.0942139483,9.9522965123,9.1129141046
7.1621833092,7.0739654616,7.4184888233,9.4385337063,9.253070807,9.8250780856
7.1808498368,7.3906985947,7.1421341227,8.5492328939,9.3646176707,10.2760032503
7.0933936755,7.0133190279,7.4457979701,7.7278995236,9.7781941788,9.1030659156
7.17549163,6.6665270949,7.5777470053,8.5691639271,9.7641924717,9.5887419505
7.1295023489,7.0417386846,7.1316445226,8.5497624469,9.2616609015,10.2560264132
7.1566417999,6.6901011253,7.2216913874,8.8498603558,11.0112072401,9.7253072475
7.0271515924,6.9769524179,6.9911424967,8.8557411068,10.0722010012,9.7946860039
7.1672632993,7.1067034427,7.3978294087,8.9376409404,8.5283145552,9.5073412649
7.1045045773,6.8406443818,7.3310217538,8.9190958344,10.1906025083,9.8554431212
7.2253879448,7.4465717294,6.9840108951,9.7679221958,10.0733087452,9.5993202449
7.1639632143,6.6008460044,7.5770523454,8.0268418264,10.1855337853,9.2829523148
7.017828004,6.9929202823,7.2662292096,8.8511199387,10.0823636723,7.9351350328
7.2762033985,6.9105100126,7.5429416397,10.4943795756,9.7605227452,9.6032393909
6.9170767378,6.7933361857,7.4717701446,9.9619313049,10.1798392207,9.9562349676
7.2854337816,7.3092807993,7.2287213408,9.7630280091,9.6511199882,8.1951460262
7.2006982656,7.2086043957,7.3750179829,8.5550556034,11.0062112144,8.7786671408
7.0647690615,6.9606020804,7.2091424454,10.0529725509,9.2483778858,10.0306361378
7.2524848137,7.1102919777,7.4448892176,10.065504272,9.5355520623,10.6649778829
7.0521188909,6.7401529465,7.3645784943,8.9862640623,8.7343589959,9.2810132336
6.9376836337,7.4068077974,7.2349211539,9.7507383837,10.4932147541,8.6835404795
7.0077346851,7.0847990313,7.5950477561,8.5695343726,9.342140747,9.7365006132
7.0326642556,7.016450143,7.1487862976,10.6035415546,9.6386219613,9.7194788079
7.0630304502,6.7596776704,7.4414698965,9.5445031509,10.0731869964,8.1352616944
7.1693952421,7.0674676808,7.4290929403,9.2323776722,9.5483897958,9.749726063
7.0308047358,6.5375395839,7.0152340929,9.42937146,9.5412003041,8.209635874
7.1746317549,7.1825707319,7.2011238321,9.7752979283,9.2477889123,6.814053053
7.0568300302,6.7873720669,7.4499803771,10.0488174412,8.9605788494,8.8452589807
7.0556270698,6.8725542518,7.1456628085,9.3566628019,10.5910576067,8.1893587044
7.0291989942,7.1243278422,7.134367555,7.9052736965,9.0376586617,8.9827021799
6.8450627784,6.9480805145,7.121755206,9.367841811,10.1554191959,8.5049691276
7.1008855636,7.3467622588,7.7205225152,10.0798443357,10.057689924,10.3883030477
7.1609627724,6.8871135348,7.4337681558,8.3571557019,10.4406560116,6.9791404137
7.1582651271,6.8649791881,7.1096534652,8.8387802502,9.7629722164,8.9335855239
7.2163924038,6.7643422677,6.7916918536,10.2205278001,9.2547501244,9.5984069511
6.9947827296,7.4859808853,7.5735242783,9.5246498775,9.3086841207,10.2899265497
7.2116282116,6.7322661576,7.4767525513,9.5345199486,9.5384837499,8.2174729014
7.0513940532,6.7268394789,7.2431000724,9.0637346782,9.3574578792,9.5879123928
7.0749841357,6.543779876,7.4432283417,10.1066250643,9.2415320903,9.1506455295
7.1035046877,7.0953967604,6.86861655,9.5637657245,10.3972318423,10.048874426
7.0535148644,6.8086093437,7.7224702887,8.117660452,9.7824294015,9.1156646173
7.0341460302,7.3638016606,7.4468692986,8.8392779272,10.4743066483,8.5787617079
7.2410463552,6.4631419912,7.2873443514,9.5662738676,10.191492436,9.9195908889
6.8407600613,7.3661576443,7.1701198706,9.2689489154,9.771580919,10.0564378364
7.0376177386,7.4532067284,7.5041245804,8.0065196011,9.6671408949,9.0890139666
7.260419246,6.7783536836,7.4994241668,9.3706990384,10.3899492844,8.8172318011
7.1424581253,6.7169792335,7.1719780086,10.5755425605,10.0607097065,9.1548361202
7.092146732,7.0367705068,7.5942422725,9.5597660838,10.0658618667,9.1701724464
7.1329278722,6.8400740204,6.9518584746,9.2409196282,8.862469354,9.7751806818
7.0024336869,6.5153237844,7.3129236133,9.7820912624,9.7719319693,10.4593533023
7.1514648423,6.8256901674,7.3125715691,9.9549358526,9.7901388693,8.8727816468
7.0498993802,6.9028525684,7.3809752129,10.1068000544,8.7265998622,9.3085922025
7.2344492642,7.3373342488,7.4833546526,8.4587144724,10.2479376016,8.959594833
6.746857112,6.6113011702,6.971289283,9.2575627765,10.0694718136,9.8996516928
6.9765961537,6.4324512925,7.4388009345,9.9567043125,10.1938286657,9.7205369409
7.1172106557,6.6361760904,7.3216098977,9.4658373613,10.8887264082,9.684805041
7.0927073768,7.1728131859,7.0759507664,10.3905280444,9.1544735997,9.8761125096
7.2029345763,6.6623578205,7.4732007511,8.9824778942,10.8868044558,8.4466579284
6.9981616255,6.9357485741,7.2455709994,8.4216430839,10.5887757051,10.4400732547
6.8899817494,7.2060539918,7.6442568384,9.4152788603,9.3664698891,10.2428703311
6.9943971849,6.8725220327,7.2016466527,8.8524771221,9.5591101629,10.8205773074
7.1772658623,6.5403715871,7.2080285841,9.2237429612,10.6031250391,8.8070992048
7.1437244036,7.0358904021,6.7928654696,8.8450721705,10.5821165206,8.5040387938
7.1616259561,6.8282884272,7.0974460585,9.266510948,9.7464475121,9.3631527181
6.9653694517,7.4128240854,6.9570302279,10.0752675736,9.5377729903,8.6647611181
7.08729028,6.4741601944,7.6639164002,10.0584548658,9.6624189906,10.4322709414
7.2395813407,7.2823488725,7.1295126482,9.239257851,9.7625177236,10.6087865684
7.1992251625,7.011582831,7.3130970779,8.828936505,9.2638452967,8.5983445385
7.1224748038,7.5742703744,7.585721547,8.9500730123,11.0072680336,9.2619755813
7.0451340165,6.9485289991,7.3697688507,10.2158065979,9.2650029324,10.3181557504
7.1806012502,6.9143553753,7.0154382048,9.3570766411,10.4182623829,9.9052929242
6.7105051366,6.8495981409,7.2231410982,8.5632600012,10.1863159079,9.1314971214
6.8856166525,6.7999182334,7.1107608159,9.3681735618,10.0775923057,10.0087196878
7.1862131275,6.7733619772,7.3208723635,10.1796020709,9.2441319258,9.1463777741
7.1047217887,7.2680519893,7.3869787737,7.0676730335,9.2533580219,10.0553419998
7.2366235943,6.6790474902,7.4543941277,10.1698371591,9.1448324291,9.8611766127
7.1114009753,6.8223954837,7.1908965341,10.0653040357,9.9779437077,9.4047271078
7.0202150644,6.7564084405,7.4157320628,10.347860621,9.6590378235,9.1696691387
7.2737438228,6.8099204785,7.2500901116,9.7609178972,8.4427772128,9.7218085199
7.0112481011,7.2881475002,7.1468843126,7.7098926042,10.1878872059,8.7112083971
7.1462903571,7.1649231089,7.0830841117,8.8737659894,9.3573639042,10.1475816758
7.1939804143,7.1143120952,7.2948229775,8.0217188486,11.0454276101,9.2567916356
7.0270057875,6.8947084101,7.6453569659,10.1971092243,9.8888654804,8.5823713527
7.2140670137,6.5723256479,7.0927720937,9.2800139865,9.0037158609,9.2897162782
7.1258894227,6.7114557697,7.4038357048,9.6492685706,10.376861473,8.5338613822
7.0208840006,7.2458259576,7.7366440228,9.2393460551,10.6676235073,10.0899168934
7.1223338195,6.7939623347,7.4082565577,9.9823104489,9.0283363418,7.8352561456
7.276518843,7.1186758386,7.5666214782,8.555312493,10.3654287799,8.8347502042
6.8319739968,6.8961266206,7.3126571216,10.0861814073,9.9200963378,9.7684102332
7.0287745371,6.9887099923,7.2705898007,8.4109194343,10.055385831,9.6988022508
7.1251922888,7.2110639783,7.0762332768,10.5031252603,9.9653715762,8.2634028523
7.0204821506,6.9859830779,7.2449446751,10.065483803,10.1857937471,10.7151920764
7.3169129535,7.4260286797,7.5768725966,9.3462488298,9.7619582373,9.5626467401
7.0993250245,7.3555964775,7.4697651346,8.5118004987,10.185081514,9.1656974977
6.8450531387,7.4538105472,7.2397335219,8.5553772766,10.0611729831,8.7888173133
6.9943870655,7.0292850922,7.1130290134,9.961457176,9.7852866201,9.769967972
7.0637833036,7.2789994828,7.4508691155,9.6535066265,10.4821468395,9.3969452081
7.2532352948,7.0079310604,6.9348082516,10.1948673507,9.3469902698,9.4767791033
7.2662833216,6.8434651289,7.1869178921,9.5478208201,9.7242495553,8.5279046673
7.0218618834,7.1445199229,7.2882306575,10.5021857685,10.4831123136,9.433392421
7.1110601217,7.0675713278,7.6892496891,9.9337431296,9.355299066,10.3607416476
7.0772892012,7.432990562,7.4654299691,9.2301469679,9.5393489443,9.2648798614
7.1568713004,6.8616575814,7.3710960293,10.0543074465,9.259664998,10.1192185333
6.7466752462,7.0844401408,7.1196589398,8.6279197753,10.360326742,8.7284027687
7.0223412258,7.1067523606,7.3235364309,10.1865209373,10.3620188218,8.7994585065
7.2237966793,6.8940968666,7.322270664,10.1830880693,10.1903864465,9.1609929655
6.9643039556,6.7954867862,7.0132293561,10.8980038308,8.8392589653,9.459451112
7.0471675868,7.3503495976,7.3478669647,10.1896162855,9.556440152,11.5082883089
7.1085455852,6.7287936147,7.2103230465,9.3487727125,8.5426938174,9.854705549
7.1512459923,7.165971095,7.1192794475,8.8668219567,9.6648472981,10.3117695302
7.0541843707,6.9761999588,7.1421488675,8.8161118186,9.9412655131,8.5158726615
6.9676522128,7.0001539311,7.4044821154,8.5132075332,10.18475787,9.458855916
6.9892479645,7.0944510056,7.5984468896,10.1815834143,9.6968537214,10.1427310369
6.9790039435,6.8933194962,6.9381896874,9.359073914,9.6540768355,9.4135469261
7.1441049176,7.0938565531,7.0605473498,8.8465090444,10.0766496584,9.0373244853
7.1895329009,7.1139939833,7.2610766667,9.6487847426,9.76585252,9.196187096
7.1209066988,7.3083245044,7.7010234517,9.1514773313,9.5558792586,9.2383702769
7.3062188448,6.9066257283,7.6310489224,10.0959054407,10.5684182197,10.2950291576
7.1338867423,7.1587174912,7.4821152151,9.6689184494,10.5985990435,9.7985879047
7.2113155183,6.1659270823,7.0522334767,9.2722350678,10.0596762412,9.1443008003
7.1195508633,7.1456571052,7.0080780216,9.2401510535,9.1431545158,7.7879954622
7.1974287147,6.5299426288,6.8839766169,9.5629787845,8.9340969639,9.657153134
7.0450449698,6.6122106355,7.4551716958,8.4788586971,8.1171433212,9.3450678806
6.9994646737,7.2163228901,7.1319932178,8.5287006579,10.1848084583,9.8728587344
7.0364209867,6.8617624497,7.4500533737,9.2635205435,10.7661092519,8.6583909961
7.1563982888,7.370775289,7.206101117,8.944268517,9.3713464533,8.9115982353
7.0151077513,6.8590911226,7.155157188,8.1296011479,9.639265953,9.7157712669
7.1435601364,6.862800968,7.1505528572,9.3245049018,10.9971330419,8.8417373523
7.2413515476,6.9072574947,7.3629643375,8.5205865547,10.1751341558,8.9507745368
7.1250337359,7.2104056379,7.2089818441,10.1780675765,9.971194426,9.2993785498
7.2158712782,6.9411121756,6.9940778349,9.780639374,8.9497831213,10.2448994849
7.2344975841,7.1218255834,7.5773002967,8.9232182762,9.949134936,8.9160217792
7.1666323105,7.1587677637,7.3091514267,9.5615812892,10.4742247945,10.278881458
7.1580332951,6.8888169895,7.1472888622,10.0984977367,9.7200634632,10.5691434211
7.1536741725,7.1586602866,7.1215795596,10.8980973168,10.4670731588,9.0875217532
7.2889276292,6.8715163996,7.3244245285,9.3809818504,9.3691549749,8.2725736848
7.1411281548,6.938112847,7.2017886365,9.2685446276,9.7747257208,9.8282535157
7.138618551,7.2964347449,7.5516446596,9.6798712627,8.5260518184,9.7952596824
7.2979826863,7.3325965394,7.5183033965,8.7230663165,9.5511943438,11.3174664156
7.0075595625,7.5359611691,7.1309076402,9.7874931613,10.5796955992,10.4107932163
7.0416964754,6.8774944906,7.4235333175,8.524462151,10.0634759966,9.736076002
7.2200491237,7.5503256234,7.6365743425,6.6982509908,10.1772079499,8.7211631182
