random,egreedy 0,egreedy 0.1,egreedy 0.2,Softmax 1,Softmax 0.1
0.7998943865,0.9205354396,1.1673929247,1.1436343989,0.9701398581,1.1303903383
0.7998524063,0.920624569,1.1676059579,1.1438081589,0.970270807,1.130528078
0.7998828861,0.9206823356,1.1677545161,1.1438991742,0.9702370122,1.130755043
0.7997648459,0.9206428359,1.1677419834,1.1441257983,0.9701840888,1.1308885694
0.7995602178,0.9206851771,1.1678326683,1.1442878049,0.9703369828,1.1309979186
0.7995247825,0.9207363626,1.1681243319,1.144458839,0.9703364625,1.1311901029
0.7996091489,0.9207707297,1.1683621135,1.1444802544,0.9704346345,1.1313116846
0.7997927632,0.9208375903,1.1684982568,1.1445904751,0.970481145,1.1314886044
0.7997885298,0.9209455648,1.1686370159,1.1446856529,0.9704377432,1.1316736575
0.7997310393,0.9208854676,1.1688357746,1.1447811019,0.9704056497,1.1319164651
0.7996329491,0.9208898773,1.1689278174,1.1448446214,0.9704680312,1.1321308303
0.7997348703,0.9208887297,1.1690996887,1.1449574014,0.9703822105,1.1322888129
0.7996312964,0.9209248343,1.1692226416,1.1451116382,0.9703294668,1.132394566
0.7995668107,0.9209204061,1.1693376104,1.1451547807,0.9703511628,1.1325126703
0.7997991335,0.9209751322,1.1693873348,1.1453932005,0.9704459106,1.1326786596
0.7997788577,0.9209493572,1.1695601158,1.1455541065,0.970498137,1.1327845665
0.7999215693,0.9209931763,1.1697642711,1.1456897042,0.9705221057,1.1330044828
0.8000565628,0.9209452046,1.1698020217,1.1457532387,0.9706128246,1.1332486648
0.8000006009,0.9210150026,1.1699655835,1.1458362924,0.970682888,1.1333316002
0.7999130594,0.9209751398,1.1699819523,1.1460303352,0.9708139692,1.1334614651
0.7998811671,0.9209773102,1.170051307,1.1460143091,0.9708592975,1.1335772308
0.7997028154,0.9210482292,1.1701034959,1.1461163533,0.9707953602,1.1336910582
0.7996739035,0.9210767991,1.1702000938,1.1462463254,0.9708036287,1.1338560058
0.7996753225,0.9211111733,1.1701839779,1.1463577082,0.9708333183,1.1339703521
0.7996651514,0.9210400999,1.1704797463,1.1465125371,0.9708649519,1.134098551
0.7996944073,0.9210509548,1.1705981427,1.1466495505,0.9709176751,1.1343343876
0.7998253354,0.9210308535,1.1708137358,1.1468043591,0.9708967284,1.1345498021
0.799931841,0.9210903496,1.1709933488,1.1469362165,0.9709160889,1.1347878987
0.7997962074,0.9211006135,1.1712009886,1.1470873932,0.9707848262,1.1348944046
0.79968854,0.921072851,1.1713144352,1.1471905597,0.9707735591,1.1350295239
0.7996897948,0.921164182,1.1713851924,1.1472871176,0.9707947266,1.1351464372
0.7997670799,0.9211482685,1.1714611693,1.1474086723,0.9708383901,1.1353337897
0.7998420128,0.9210916216,1.1715423618,1.1474759851,0.9708029179,1.1354993542
0.7997212211,0.9211115869,1.171716659,1.1474526067,0.9708085834,1.1357277065
0.7997954885,0.9211838738,1.171932203,1.1475994428,0.9708708774,1.1358540287
0.7997493287,0.921263238,1.1721273886,1.1477041441,0.970891972,1.1359795212
0.7997015112,0.9213489839,1.1723040619,1.1477832485,0.9708379894,1.1362092274
0.799606405,0.9212944673,1.1724408654,1.1478430347,0.9708447106,1.1364375164
0.7996497653,0.9212524238,1.1725624421,1.1480103429,0.9707559491,1.136594179
0.7996448556,0.9212406269,1.1725847544,1.1480613104,0.9707711226,1.136727286
0.7997176045,0.9212894363,1.1727048789,1.148098681,0.9707503225,1.1368323703
0.7998193222,0.9213637208,1.1728527623,1.1480782381,0.9708241974,1.1369499246
0.799894682,0.9212855682,1.1729501811,1.1481672697,0.9709103928,1.137134024
0.7999390092,0.9213089984,1.1730570027,1.1481836508,0.9708713624,1.1372936639
0.799947505,0.9212709341,1.1731906655,1.1483036756,0.9709598112,1.1374120995
0.7999402719,0.921241057,1.1732061394,1.1483282743,0.9709663834,1.1375442788
0.7999952064,0.921194585,1.1733506757,1.1483612546,0.9709510991,1.1376481711
0.8000050002,0.9212086973,1.1734512998,1.1484086956,0.9708991108,1.1378005057
0.7999961789,0.9211919421,1.173618553,1.1485338792,0.9708749358,1.1379734282
0.8001524816,0.9211681185,1.173703214,1.1485682403,0.9709520722,1.1380883321
0.8001596619,0.9211454976,1.1737385172,1.1486411606,0.9709960767,1.1382274441
0.7999863679,0.9211470077,1.1739376309,1.1486699562,0.9710695152,1.1383478466
0.7999524608,0.921193435,1.1741377433,1.1488794496,0.9711139937,1.1384498066
0.8000587235,0.9211977396,1.1742430673,1.1490371036,0.9710148247,1.1385556135
0.8001035805,0.9211789645,1.1743404549,1.1490926465,0.9710594379,1.1386802575
0.8001140497,0.9211409493,1.1744550804,1.149215602,0.9710926174,1.1387987228
0.8001472722,0.9211853482,1.1746112881,1.1493489482,0.9710588996,1.138878647
0.8000572334,0.9212616949,1.1745677267,1.1494821661,0.9710601164,1.1390474765
0.7999988488,0.9212115689,1.1746743864,1.1495346227,0.9710665645,1.1392951107
0.8000552889,0.9212077598,1.1747187533,1.1496004527,0.9710960792,1.1393923506
0.8000097443,0.9212338174,1.1748645733,1.1496885757,0.9710500497,1.1394689921
0.8000363658,0.9211353076,1.1749601656,1.1498149521,0.9710132907,1.1396091415
0.8000862558,0.9211232431,1.1750077952,1.1499388578,0.9709176547,1.1397170425
0.8000634564,0.9212144792,1.1750103002,1.1499526284,0.9709304982,1.1398233134
0.7999583223,0.9212470398,1.1751677531,1.1499668476,0.9709216936,1.1399364551
0.7998754654,0.9212215889,1.1752480719,1.150005316,0.9708890393,1.1400605787
0.7999016077,0.9213232476,1.1753541724,1.150080027,0.9709553203,1.140216147
0.7997624072,0.9214362372,1.1754147513,1.1501702992,0.9709893266,1.140264636
0.799773287,0.921434413,1.1755350852,1.1501731688,0.9709701323,1.1404124012
0.7997862838,0.9214714744,1.1756643574,1.1502993157,0.971014639,1.1405122164
0.7998124955,0.9214990659,1.1757196373,1.150400306,0.97097317,1.1406511325
0.7998392707,0.9214992171,1.1758224221,1.1504996129,0.9709260717,1.1408144076
0.7998359073,0.9214828206,1.1758771592,1.1505701714,0.9709404747,1.1408970561
0.7998052902,0.9215628206,1.1759850735,1.1507050114,0.9709369383,1.1409674637
0.7998938885,0.9216269766,1.1760693523,1.1507889996,0.9709218121,1.1411471893
0.7997453747,0.9216355956,1.1761454001,1.1509143806,0.9710083926,1.1412546514
0.7996626085,0.9217044816,1.1762134987,1.1509431936,0.9709330499,1.1413783587
0.7996478985,0.9216704264,1.1764181809,1.1510290434,0.9709515427,1.1415601528
0.7996223761,0.9216953359,1.1765102722,1.1511249786,0.9709222933,1.1416946741
0.7996045998,0.9216902746,1.1767007055,1.1511887513,0.9709132051,1.1417465072
0.7996312228,0.9216821298,1.1767912367,1.1513164958,0.970859668,1.1417506175
0.7996186691,0.9216591779,1.1769726743,1.1513498566,0.9707955433,1.1419136135
0.7995590613,0.9216317918,1.1771567174,1.1513541744,0.9707232465,1.1420773028
0.7995202235,0.9216397732,1.1772591921,1.1514488288,0.9708067595,1.1422090797
0.7995484918,0.9216924719,1.1774195622,1.1514807305,0.9707724105,1.1423033923
0.7995361278,0.921755366,1.1774404972,1.1516349831,0.970804725,1.1423453795
0.7995374815,0.921834329,1.1775659504,1.1516282459,0.9709148165,1.1424590648
0.7995542294,0.9218157659,1.1776903486,1.1517122678,0.9708361518,1.1425206828
0.7995112034,0.9217891894,1.1777983339,1.1517223596,0.9708557493,1.1426571228
0.7994067696,0.9217871923,1.177870171,1.1517132207,0.9708570028,1.1427726729
0.7993665285,0.9217221981,1.1779900924,1.151742361,0.9709411078,1.1428227477
0.7994001663,0.9217578948,1.1781138022,1.1518440075,0.9708828383,1.1429289231
0.7994138443,0.9217928113,1.1781928299,1.1519351552,0.9708625876,1.1430474871
0.7993783878,0.921767416,1.1783263413,1.1519751375,0.9708253535,1.1431665501
0.7994730033,0.9217783072,1.17840713,1.1520614334,0.9708868877,1.143266823
0.7995893843,0.9218007806,1.1785030236,1.1521840792,0.9709561218,1.143406499
0.7995010742,0.9217945091,1.1785375774,1.152298288,0.9709413276,1.1434662014
0.7995802185,0.9217528606,1.1786184007,1.1524351637,0.9708961465,1.1435201505
0.7996559484,0.9218526584,1.178698618,1.1525127014,0.9708995844,1.1436506203
0.7996821932,0.9218261466,1.1788596394,1.1526200431,0.9709189306,1.1437295975
0.7996526778,0.9218344628,1.1789968006,1.1526773381,0.9708767419,1.1438465535
0.7996323225,0.9217834682,1.1790378614,1.152753173,0.970830447,1.1439006223
0.7996580776,0.9218323002,1.1791070382,1.1529043627,0.9708378705,1.1440000054
0.7996933529,0.921799481,1.1791855588,1.1529462336,0.9707643319,1.1440320525
0.7997589309,0.9217348773,1.1793988558,1.1530068149,0.9707211104,1.1441050384
0.7998349935,0.9217616626,1.1794593571,1.1529711568,0.9707437527,1.1442312812
0.7998555531,0.9217855165,1.1795712484,1.1530678781,0.9706938547,1.1443472225
0.7997881943,0.9217746559,1.1797119951,1.1531724546,0.9705957343,1.1445033056
0.799726735,0.9217948952,1.1797687751,1.1532394515,0.9706154827,1.1446941379
0.7997303508,0.9217424198,1.1799269766,1.1532567564,0.970566872,1.1448326749
0.7998014606,0.9217650266,1.1799949154,1.1533269727,0.9706156275,1.1449449745
0.7997312367,0.9217004693,1.1800221452,1.1534238506,0.9705990285,1.1450393393
0.7997849003,0.921677795,1.1801189869,1.153472289,0.9705555359,1.1451477668
0.7996652031,0.921669198,1.1801526059,1.1535030357,0.970529942,1.1452490943
0.7996658829,0.9217405454,1.1802302447,1.1536918948,0.9705018621,1.1453413887
0.7997548143,0.9217168296,1.1803053302,1.1537569189,0.9705081712,1.1454132559
0.7998797686,0.9217781643,1.1804274111,1.1538069658,0.9705238923,1.1455634447
0.7999017523,0.9218146925,1.1805138314,1.1538604274,0.9705978746,1.1455947522
0.7998604183,0.9217917718,1.1806523434,1.1539242383,0.9705334459,1.1457572984
0.7999251225,0.9216902574,1.1807140193,1.1539644334,0.9705417164,1.1458902926
0.7998243594,0.9216214788,1.1807001074,1.1540864223,0.9705282556,1.1459754594
0.7999502944,0.9215887767,1.1807336792,1.1541379787,0.9704221994,1.1460915554
0.7999895859,0.9215495356,1.1808412354,1.1542187003,0.9703818567,1.1462494391
0.8000729533,0.9215348503,1.1809590618,1.1543116484,0.9702732402,1.1463129273
0.8001360499,0.9216059098,1.1810573629,1.1543095662,0.9702587144,1.1463908969
0.8001711905,0.9216230457,1.1811155296,1.1543204533,0.9702337008,1.1464721775
0.7999420207,0.9216502682,1.1811690271,1.1543840458,0.9702961654,1.1466360443
0.7999251761,0.921724737,1.1812051754,1.1544520148,0.9702374371,1.1467438625
0.7999418906,0.9218369728,1.1812533404,1.1544953904,0.9702225681,1.1467826505
0.7998954135,0.921825479,1.181347937,1.1545914141,0.9701967685,1.1468936361
0.7999456543,0.9217857804,1.1815217396,1.1546486905,0.9701728714,1.1469876551
0.7999088379,0.9218095566,1.1815842352,1.1546914924,0.9700936463,1.1471152891
0.799965873,0.9217849932,1.181671527,1.1546535472,0.9701497956,1.1472015417
0.7999579693,0.9218180131,1.1817403475,1.1547089398,0.9700677695,1.1473044986
0.7998750244,0.9218744084,1.1818279868,1.1547834257,0.9700566071,1.1473690676
0.7998270101,0.9218767452,1.1819200567,1.1547903781,0.9701203929,1.147472696
0.7998104568,0.9218975883,1.182035014,1.1548112107,0.9700316882,1.1476049645
0.7997752917,0.9219175603,1.1821802421,1.1548726329,0.9700468729,1.1476666435
0.7997014737,0.9218983033,1.1822259559,1.1549232342,0.9699845972,1.1476657346
0.7997447732,0.9219048147,1.1822497963,1.1550434547,0.9699679408,1.147808752
0.7997970487,0.9218749442,1.1823337822,1.1550065785,0.9699889127,1.1478922261
0.7997955185,0.9219201546,1.182460131,1.1551680086,0.9700358799,1.1479840344
0.7997234376,0.9219209418,1.1824580927,1.1552497397,0.9700395214,1.148072168
0.7997065975,0.9219574655,1.182561807,1.1553508882,0.9699965364,1.1481613561
0.7996157611,0.9219532089,1.1826379354,1.1554232689,0.9699549614,1.1482205022
0.7995370538,0.9219797716,1.1826928516,1.1555278228,0.9699436801,1.1482517985
0.7993945276,0.9219810226,1.1827371918,1.1556082224,0.9699688195,1.1483510656
0.79944395,0.9219616841,1.1828057158,1.1556478365,0.9700045214,1.1484497511
0.799488978,0.921974799,1.1828201762,1.155678385,0.9700481928,1.1485307624
0.7994387655,0.9219221147,1.1828597673,1.1557289367,0.9701178161,1.1486632699
0.7994039368,0.9218933862,1.1828394101,1.1557904488,0.9701848871,1.1487065097
0.7993821954,0.9219447715,1.1829728827,1.1558103772,0.9701469014,1.1488203319
0.7994126889,0.9219586188,1.1830317026,1.1559589574,0.9701454516,1.148914831
0.7993866765,0.921977816,1.1830077477,1.1559897548,0.9702467295,1.1491265571
0.799381568,0.9220265054,1.1829996207,1.1560664451,0.9702904982,1.1492001199
0.7994138769,0.9220027056,1.1830164382,1.1561553193,0.9702903481,1.1493451865
0.7993658694,0.9219448712,1.1830295065,1.1562007996,0.9702872602,1.1494274677
0.7993304747,0.9219687234,1.1831649182,1.1563064327,0.9702854179,1.1495090485
0.7993640162,0.9219343901,1.1831771426,1.1563446635,0.9702316774,1.1496403399
0.7993489945,0.9219185373,1.183259379,1.1564331116,0.9701999705,1.149735615
0.7991661442,0.9219517867,1.1834051673,1.1564959166,0.9701478994,1.1499168688
0.7991891581,0.9219448027,1.1834919825,1.1565107286,0.9701857824,1.1500206984
0.7992038208,0.9219085319,1.1836402353,1.1565865737,0.9702543881,1.1501147329
0.7992342986,0.9218936024,1.1837091913,1.1566183684,0.9703159888,1.1502494436
0.7991741922,0.9219419972,1.1837496745,1.1567236449,0.970325458,1.150279011
0.799155398,0.9219123208,1.1839113502,1.1567965608,0.9702642427,1.1503845412
0.799094413,0.9219394738,1.1839698977,1.1569019485,0.9702519972,1.150503589
0.7991198485,0.9219223002,1.184093606,1.1569631164,0.9702303645,1.1505769339
0.7990964974,0.921971075,1.1841222561,1.1569832325,0.9702283191,1.1507413769
0.7991042315,0.9219742666,1.1841731438,1.1571350738,0.9702309345,1.150818761
0.7991871981,0.9219013011,1.1841694344,1.1571779793,0.9702644517,1.1509335334
0.7991875686,0.9219566777,1.1842150574,1.1572036717,0.9702551545,1.1510485129
0.799230323,0.9219505293,1.1843345255,1.1573040536,0.9702201583,1.1511495672
0.7992593806,0.9220111739,1.1843749175,1.1573826225,0.9701916868,1.1512490484
0.7993028212,0.9220788578,1.1844737456,1.1574224108,0.9701572408,1.1513959541
0.799250657,0.9220899744,1.184614246,1.1574771297,0.9700929994,1.1514605135
0.7992512633,0.92208338,1.1846940006,1.1575307942,0.970111803,1.1515426956
0.7992809559,0.9221249962,1.1847537621,1.1575909417,0.9701102278,1.1516161417
0.7992691967,0.9221717557,1.1849151597,1.1576860878,0.9700892722,1.1516504323
0.7993805807,0.9221991681,1.1849819763,1.1577803367,0.97010979,1.1516931346
0.7994308502,0.9222566682,1.185067679,1.1578316312,0.9701369338,1.1517965821
0.7994546603,0.9222426646,1.1851954515,1.1578783917,0.9700520956,1.1519254616
0.7995195393,0.922249742,1.1853013974,1.157937565,0.9700786742,1.1519722863
0.7995542075,0.9222451293,1.1853183741,1.15794915,0.9701149582,1.1520791838
0.799603817,0.9222174487,1.1854655961,1.157992334,0.970125036,1.1522185196
0.7996009566,0.9222781341,1.1855241618,1.1580654467,0.9701727133,1.152221268
0.7996580724,0.9223054333,1.1856252107,1.1581261598,0.9702499381,1.1523127311
0.7996942994,0.922322334,1.1856300822,1.1582012724,0.9702600004,1.1524731291
0.7997320578,0.9222741914,1.1856401584,1.1582603037,0.9702314191,1.1525213553
0.799773131,0.9222224622,1.1856657121,1.1583332289,0.9702558755,1.1525606563
0.7997343312,0.9222106637,1.1857259781,1.1583874796,0.9702326769,1.1526264073
0.7998332149,0.9222023871,1.1857723489,1.1583809072,0.970227674,1.1527544635
0.7998542319,0.9222286864,1.1858559378,1.1584091289,0.9701790708,1.1528287561
0.7997962558,0.9222208904,1.185907836,1.1584473338,0.9701737571,1.1529268978
0.7998112947,0.9221908778,1.1859482913,1.1584988085,0.970115918,1.1530517734
0.7997760994,0.9221889687,1.1860203808,1.158625939,0.9700974395,1.1531292954
0.7997584172,0.9221924288,1.1861090306,1.1586907903,0.9700166647,1.1531905775
0.7997463747,0.9221587019,1.1861363693,1.158827688,0.970070704,1.1532429282
0.7997510153,0.9221731851,1.1862000964,1.158838259,0.970094638,1.1533245954
0.7997269339,0.9221141022,1.1863066263,1.1588050596,0.970134382,1.1533795483
0.7997434448,0.9221200271,1.1863964192,1.1589317171,0.9701758688,1.1534928803
0.7997965835,0.9221415216,1.1865005362,1.1589800432,0.9701081524,1.1535705346
0.7997835312,0.9221181923,1.1865796629,1.1589573873,0.9700745287,1.1536561757
0.799760931,0.9221670377,1.1866215645,1.1589961694,0.9700206067,1.1537396712
0.7997342344,0.922144762,1.186661399,1.1590388167,0.9699674388,1.1538414746
0.7996715496,0.9222208106,1.1866998767,1.1590814044,0.9699747349,1.153884236
0.7996152847,0.9222181122,1.1868514443,1.1591487826,0.9699744603,1.1539688521
0.7996404182,0.9221986081,1.1869510181,1.1592987794,0.9699865295,1.1540762853
0.7996280236,0.9222172718,1.1870587363,1.1593915829,0.9700148242,1.154135568
0.7996447372,0.9221545675,1.1871570051,1.1594871614,0.9700694217,1.1542396142
0.7996188705,0.9221860478,1.1872432342,1.1595470126,0.9700447051,1.1543154965
0.7996860212,0.9221990532,1.1873139816,1.1596283751,0.9700269607,1.1544384768
0.7996572917,0.922197524,1.187423191,1.1597107045,0.9700384062,1.1544920314
0.7996545084,0.9221892019,1.1874681728,1.159787464,0.9699808476,1.1545896109
0.7997439372,0.9221702323,1.1875301596,1.1598775021,0.9699520777,1.1546559736
0.7997386416,0.9221508905,1.187579769,1.1599093138,0.9698968763,1.1547307051
0.7997317738,0.9221606473,1.187694251,1.1599232618,0.9698743265,1.1547791835
0.7998151473,0.9221028336,1.1877116242,1.1600354835,0.9699468669,1.1548579023
0.7997820935,0.9220349706,1.187773707,1.160086146,0.9699695474,1.1550052468
0.7998272552,0.9220488269,1.1878514634,1.1601087883,0.9699133661,1.1551232623
0.7998519851,0.9220264745,1.1878749188,1.1602326221,0.9698852575,1.1552199523
0.7998855937,0.9220330897,1.187997814,1.1602864208,0.9698715445,1.1553647982
0.7998812601,0.9220234079,1.1880047894,1.1604058426,0.9698356915,1.1554206519
0.7999370877,0.9220212229,1.1880733455,1.1603768405,0.9698265292,1.1554971796
0.7999346684,0.922042181,1.1881469241,1.1604282172,0.9698164057,1.1555730921
0.7999340431,0.9220840194,1.1882316525,1.1604034463,0.9697440461,1.1556254836
0.7999052226,0.922121913,1.1883480648,1.1604961075,0.9697920341,1.1557242163
0.8000028981,0.9221395326,1.1883901064,1.1605345015,0.9697818757,1.1557504457
0.800007835,0.9221104916,1.1883924814,1.1605761185,0.9697778499,1.1558341514
0.7999330085,0.9220679027,1.1884590344,1.1606360873,0.9696660699,1.1559192135
0.7999993357,0.9220676613,1.1884942092,1.1607011506,0.9696621351,1.1559935458
0.799970587,0.9220994957,1.1885170563,1.1607486489,0.9696682343,1.1560554303
0.8000254842,0.9220738286,1.1885379332,1.1608324144,0.9697339555,1.1561277424
0.7999647678,0.9220534895,1.1885677929,1.1608695002,0.9696885022,1.1562209261
0.799925164,0.9220496127,1.1886908092,1.1609450204,0.9696737792,1.1563009487
0.799928829,0.9220450556,1.1887405162,1.1610446234,0.9696800738,1.1563981191
0.7999168139,0.922019222,1.1887839161,1.1610986074,0.9696993133,1.1564911188
0.7998960363,0.9220132428,1.1888189316,1.16116683,0.9696802314,1.1565264214
0.799901171,0.9220216064,1.1889181568,1.161277522,0.969673441,1.1565883479
0.7999747892,0.9220259599,1.1890392861,1.1613273254,0.969709398,1.1566577562
0.7999728991,0.9220436678,1.1891389568,1.1613208542,0.9697692934,1.1567413616
0.7999710745,0.9220831512,1.1892283798,1.1613261843,0.9697688595,1.1568202078
0.8001415699,0.9220517557,1.1892676217,1.1614119517,0.9697445781,1.1569169401
0.8001228244,0.922064013,1.1893499279,1.1614865829,0.969753627,1.1569594345
0.8001190507,0.9220442469,1.1894336376,1.161576026,0.9697254355,1.1570778467
0.8001990819,0.9220995273,1.1895096855,1.1616507427,0.9697441993,1.157154691
0.8001972298,0.9221057172,1.1896017474,1.1617197365,0.9696109237,1.1572146269
0.8002169816,0.9220758154,1.1897015806,1.1617831063,0.9695745595,1.1572936216
0.8002390182,0.9221021061,1.1897781174,1.1618344218,0.9695802947,1.1573421649
0.800283392,0.9220664964,1.1897881135,1.1619404285,0.9695801979,1.1574033407
0.8002144509,0.9220814466,1.1899177033,1.1619808239,0.969551448,1.1575282763
0.8003040251,0.92213398,1.1900438087,1.1620340012,0.9695176222,1.1575879007
0.8003636217,0.9221815781,1.1901165008,1.1620352893,0.9694723564,1.1576058868
0.8003625728,0.9221870303,1.1901035332,1.1620222302,0.9694401669,1.1577313743
0.8003745465,0.9221597724,1.1901766088,1.162127714,0.9694162178,1.1577931672
0.8003705534,0.9221346202,1.1902110674,1.1621601154,0.9694410289,1.1578616406
0.8003668694,0.9222189714,1.1902360748,1.1622569397,0.9695322351,1.157989529
0.8004989909,0.9222170279,1.1902970271,1.1622916627,0.9695109837,1.157989644
0.8004811558,0.9221943957,1.1903325208,1.162318166,0.9694497617,1.1580210954
0.8004460417,0.9222168552,1.1904657377,1.1624259585,0.9693652633,1.1580643811
0.800458005,0.9221792972,1.1904834369,1.1624425383,0.9693510659,1.1581471119
0.8004900208,0.9222275395,1.1905507381,1.1624970655,0.9694431074,1.1582448245
0.8005153615,0.9222103405,1.1905979216,1.1625970226,0.9693583358,1.1583275699
0.8004599304,0.9222236666,1.1906600247,1.1626139785,0.969360013,1.1583686943
0.8005350794,0.922209323,1.1906938209,1.1626888646,0.9694066325,1.1584527975
0.8005191834,0.922193896,1.1907952327,1.1627359912,0.9693680271,1.1585263684
0.800515799,0.9221630501,1.1908888967,1.162744221,0.9693177595,1.1586044874
0.8004097684,0.9221996543,1.1909504426,1.162754755,0.9694098565,1.1586323489
0.8004646741,0.9222016639,1.1909972192,1.1628424764,0.96942936,1.1586535577
0.8004836234,0.922193726,1.1910468325,1.1629111847,0.9694652292,1.1586940502
0.8004948715,0.9221523077,1.1911152714,1.1629794759,0.9694345253,1.1587184146
0.8004576811,0.9221442114,1.1911604973,1.1629861247,0.969489378,1.1587590328
0.8004183109,0.9221203702,1.1912593346,1.1630047457,0.9694975857,1.1588498007
0.8003758151,0.9221344202,1.1913256613,1.1630353453,0.9694572653,1.1588924185
0.800344681,0.922153161,1.1913467583,1.1630518293,0.9694979592,1.158970524
0.8003481621,0.9221442144,1.1913884906,1.163076229,0.9694958955,1.1590436649
0.8003759285,0.9220650501,1.1913927391,1.1631025272,0.9695448894,1.1591379957
0.8003666423,0.9221000793,1.1915517289,1.1631370921,0.9695545846,1.1592105114
0.8003546643,0.9220880657,1.1916400876,1.1631470316,0.9695796643,1.1592562573
0.8003657915,0.9220707125,1.1916639078,1.163194558,0.9695321004,1.1593476851
0.8004067724,0.9220927832,1.1917186305,1.1632245438,0.9694971703,1.1593854833
0.8003639088,0.9221162713,1.1918283506,1.1633032248,0.9694928071,1.1594540077
0.8003935342,0.9220984665,1.1918608941,1.1633566478,0.9694732204,1.1595375955
0.8004340677,0.9220914156,1.1919118137,1.1633695618,0.969380967,1.1595927752
0.8004482468,0.9220463533,1.1919579867,1.1633703773,0.9694040512,1.1596177812
0.8004380689,0.9220871973,1.1919788554,1.1633437818,0.9693762022,1.1596920496
0.8003992017,0.9220881989,1.1920460371,1.1633769635,0.969329951,1.1598114514
0.8003732354,0.922098089,1.1921272074,1.1634246152,0.969360188,1.1598776346
0.8003134811,0.9220970024,1.192200359,1.1634747689,0.969326117,1.1599420406
0.8003017312,0.9221104242,1.1922638172,1.1635527091,0.9693065407,1.1600262379
0.8003429238,0.9221354174,1.1923316054,1.163613131,0.9692552489,1.1601063509
0.8003639363,0.9221037435,1.1923644465,1.1636886211,0.9692946462,1.1601339767
0.8003258718,0.9221107709,1.1924838998,1.1637128376,0.9692811382,1.1601695719
0.8003173609,0.922164924,1.1925268897,1.163715252,0.969275212,1.1602427111
0.8003339966,0.9221748926,1.1925704213,1.1637251778,0.9692643509,1.1603497617
0.8003809783,0.9221770086,1.1926343833,1.1638105086,0.9692282646,1.1604122641
0.8002910687,0.9222245061,1.1926718077,1.1638489388,0.969244653,1.1605095638
0.8002894362,0.9222455144,1.1927185695,1.1638718803,0.9691991425,1.1605850308
0.8002739492,0.9222408908,1.1927778437,1.1638560699,0.9692103398,1.1606697446
0.8002544871,0.9222599266,1.1928522114,1.1638945997,0.9692132656,1.1607037641
0.8002315641,0.9222760145,1.1929121662,1.163981325,0.9691956052,1.1607737003
0.8001867045,0.9222735715,1.1929786317,1.1640326324,0.9691652115,1.1608059403
0.8001087437,0.9222827128,1.192996092,1.1641098643,0.9692249401,1.1608186615
0.8000664648,0.922311723,1.1930651515,1.1641800451,0.9692639541,1.1609044308
0.8000267318,0.922336459,1.1931172672,1.1641923743,0.9692436433,1.1609567682
0.8000493411,0.9223425216,1.1931545546,1.164265672,0.9692053678,1.1610283568
0.8000528448,0.9223217696,1.1932408939,1.1642652828,0.9691852878,1.1611151226
0.8000941676,0.9223922777,1.1933253831,1.1642609195,0.9691792712,1.1611809717
0.800121191,0.9223670794,1.1933446051,1.164334579,0.9691948326,1.1612199157
0.8001285534,0.922369181,1.1933711161,1.164372713,0.969213825,1.1612357864
0.8001657674,0.9223499076,1.1934455486,1.1644180731,0.9692068029,1.1612440563
0.8001172293,0.9223440967,1.1934986934,1.164444753,0.9692349726,1.1613102813
0.8001173751,0.922395192,1.19355866,1.1645186778,0.9692631463,1.1613884893
0.8001334463,0.9223919186,1.1936403089,1.1645425751,0.9692053374,1.1614680001
0.8001208413,0.9224240609,1.1936880354,1.1646101174,0.9692373425,1.161518398
0.8001138912,0.922446253,1.1937618861,1.16462088,0.9691998485,1.1615684817
0.8001181713,0.9223793338,1.1938055631,1.1646493721,0.9692053336,1.1615798163
0.8001334868,0.922339301,1.1938507197,1.1646883914,0.9691844881,1.1616160089
0.8001307945,0.9223237847,1.1939099416,1.1646421629,0.9691975626,1.1616920586
0.8001481401,0.9223395738,1.1939294051,1.1647423792,0.969165822,1.1617398569
0.8001650165,0.9223376666,1.1939859723,1.1647877228,0.9691306656,1.1617962845
0.8002032356,0.9223186797,1.1939980911,1.1648307358,0.9691174454,1.1618121245
0.8002337571,0.9223106018,1.1940318645,1.1648697146,0.9691206804,1.1618969181
0.8002505043,0.9223255552,1.194053246,1.1648976795,0.969078955,1.1619275329
0.8002252456,0.922316688,1.1940770502,1.1649308233,0.9690670556,1.1620208347
0.800237522,0.9223376864,1.1941041446,1.164969291,0.9690812952,1.1620865895
0.8002837418,0.9223749488,1.1941115692,1.165029889,0.9690762396,1.1621452048
0.8002853151,0.9223359951,1.1941732406,1.1650712567,0.9691346225,1.1622060224
0.8003411711,0.9223236352,1.194229641,1.1651138477,0.9691701542,1.1622302796
0.8003576,0.9223450258,1.1942650938,1.1651434447,0.9691982661,1.1622926865
0.8004055263,0.9223594351,1.1943288788,1.1651729675,0.9692112398,1.1623604628
0.8004607904,0.9224135463,1.1943914739,1.1652626731,0.9692474589,1.1624354678
0.8004104805,0.9223813681,1.1943893338,1.1652922048,0.9692267456,1.1625021387
0.8003760095,0.9223503841,1.1944653805,1.1653333716,0.9691944371,1.1625295405
0.8004005319,0.9223521714,1.1945037251,1.1653963118,0.9692084274,1.1625406938
0.8004170243,0.9224261585,1.1945310615,1.1654499937,0.9692200225,1.1625952815
0.8004348077,0.9224559156,1.1945761757,1.1654418159,0.969241138,1.1626771894
