round,cooperation0,cooperation1,cooperation2,cooperation3,cooperation4,cooperation5,cooperation6,cooperation7,cooperation8,cooperation9,cooperation10,cooperation11,cooperation12,cooperation13,cooperation14,cooperation15,cooperation16,cooperation17,cooperation18,cooperation19,cooperation20,cooperation21,cooperation22,cooperation23,cooperation24,cooperation25,cooperation26,cooperation27,cooperation28,cooperation29,cooperation30,cooperation31,cooperation32,cooperation33,cooperation34,cooperation35,cooperation36,cooperation37,cooperation38,cooperation39,cooperation40,cooperation41,cooperation42,cooperation43,cooperation44,cooperation45,cooperation46,cooperation47,cooperation48,cooperation49,,min,max,average,stdev
11,0.1708,0.2320,0.2244,0.1700,0.2292,0.2508,0.2464,0.2952,0.2268,0.3808,0.2924,0.2780,0.2328,0.1944,0.2704,0.1964,0.2852,0.2004,0.2236,0.2320,0.2776,0.2296,0.1624,0.2064,0.2788,0.1752,0.2368,0.2888,0.1052,0.2492,0.1572,0.2064,0.2460,0.2628,0.2684,0.2604,0.2776,0.2464,0.2276,0.2792,0.1992,0.3236,0.2116,0.2528,0.2500,0.2320,0.2392,0.1952,0.1716,0.2500,,0.1052,0.3808,0.2360,0.0474
12,0.2224,0.2856,0.2788,0.1768,0.2500,0.2948,0.2936,0.3480,0.2372,0.3484,0.2908,0.2924,0.2944,0.2180,0.2748,0.2112,0.3356,0.2296,0.2416,0.2856,0.3044,0.2180,0.2072,0.2388,0.3120,0.2456,0.2528,0.2976,0.1408,0.2756,0.1584,0.2516,0.2848,0.3232,0.2684,0.3088,0.2932,0.2744,0.2988,0.2556,0.2168,0.2912,0.2836,0.3028,0.2620,0.2600,0.2296,0.2360,0.2120,0.3408,,0.1408,0.3484,0.2651,0.0459
13,0.3016,0.3472,0.3408,0.2156,0.2824,0.3436,0.3480,0.4068,0.2652,0.3324,0.3024,0.3216,0.3568,0.2556,0.2844,0.2684,0.4028,0.2936,0.2716,0.3492,0.3416,0.2456,0.2820,0.2944,0.3604,0.3280,0.2808,0.3180,0.2028,0.3172,0.1872,0.3136,0.3332,0.3996,0.2836,0.3608,0.3200,0.3160,0.3656,0.2668,0.2608,0.2772,0.3460,0.3668,0.2928,0.3176,0.2456,0.3012,0.2828,0.4220,,0.1872,0.4220,0.3104,0.0506
14,0.3752,0.3904,0.4128,0.2628,0.3308,0.3760,0.3760,0.4404,0.3048,0.3356,0.3152,0.3604,0.4028,0.2892,0.3068,0.3480,0.4340,0.3584,0.3064,0.4000,0.3648,0.2720,0.3696,0.3432,0.4068,0.3956,0.3284,0.3380,0.2712,0.3568,0.2320,0.3664,0.3696,0.4620,0.3240,0.3984,0.3468,0.3552,0.4260,0.2884,0.3240,0.2856,0.3940,0.4208,0.3184,0.3916,0.2744,0.3648,0.3564,0.4744,,0.2320,0.4744,0.3549,0.0536
15,0.4412,0.3964,0.4492,0.3088,0.3808,0.3872,0.3544,0.4356,0.3420,0.3340,0.3240,0.3752,0.4208,0.3196,0.3172,0.4204,0.4324,0.3892,0.3380,0.4348,0.3692,0.3144,0.4472,0.3900,0.4544,0.4256,0.3656,0.3516,0.3296,0.3872,0.2840,0.4200,0.4004,0.4516,0.3472,0.4068,0.3724,0.3900,0.4548,0.3144,0.3684,0.3020,0.4208,0.4308,0.3196,0.4408,0.3016,0.4216,0.4296,0.4964,,0.2840,0.4964,0.3842,0.0519
16,0.4440,0.3776,0.4232,0.3336,0.4092,0.3624,0.3080,0.4112,0.3476,0.3348,0.3188,0.3672,0.3924,0.3244,0.3216,0.4556,0.3920,0.3892,0.3568,0.4544,0.3588,0.3680,0.4792,0.4196,0.4676,0.4096,0.3872,0.3540,0.3636,0.3944,0.3308,0.4612,0.4112,0.3888,0.3564,0.3768,0.3840,0.3972,0.4328,0.3256,0.3884,0.2996,0.4160,0.4104,0.3160,0.4452,0.3324,0.4584,0.4632,0.4728,,0.2996,0.4792,0.3879,0.0490
17,0.4140,0.3364,0.3536,0.3380,0.4052,0.3360,0.2788,0.3544,0.3256,0.3228,0.3128,0.3392,0.3432,0.3172,0.3056,0.4168,0.3460,0.3688,0.3560,0.4440,0.3480,0.4040,0.4520,0.4032,0.4508,0.3528,0.3764,0.3412,0.3756,0.3804,0.3620,0.4504,0.3984,0.3132,0.3496,0.3116,0.3664,0.3764,0.3688,0.3264,0.3776,0.2920,0.3768,0.3424,0.3344,0.3952,0.3380,0.4708,0.4496,0.4088,,0.2788,0.4708,0.3662,0.0453
18,0.3736,0.2948,0.2964,0.3216,0.3544,0.3036,0.2660,0.2920,0.2904,0.3128,0.3044,0.2912,0.2884,0.3064,0.3136,0.3384,0.3016,0.3204,0.3528,0.3960,0.3084,0.3928,0.3952,0.3676,0.3956,0.2656,0.3604,0.3188,0.3612,0.3596,0.3860,0.3984,0.3676,0.2604,0.3448,0.2600,0.3328,0.3232,0.2884,0.3244,0.3364,0.2892,0.3148,0.2836,0.3248,0.3404,0.3188,0.4568,0.4136,0.3388,,0.2600,0.4568,0.3309,0.0437
19,0.3460,0.2616,0.2664,0.2936,0.2924,0.2752,0.2764,0.2676,0.2608,0.3120,0.3080,0.2652,0.2784,0.3020,0.3064,0.2696,0.2660,0.2856,0.3384,0.3496,0.2656,0.3536,0.3352,0.3172,0.3412,0.1816,0.3380,0.2916,0.3224,0.3340,0.3860,0.3436,0.3092,0.2164,0.3428,0.2248,0.3076,0.2752,0.2332,0.3236,0.2972,0.3056,0.2684,0.2276,0.3152,0.3032,0.2904,0.4240,0.3716,0.2860,,0.1816,0.4240,0.2991,0.0447
20,0.3396,0.2568,0.2656,0.2756,0.2428,0.2576,0.2852,0.2768,0.2328,0.3148,0.3108,0.2588,0.2892,0.3080,0.3020,0.2284,0.2644,0.2808,0.3312,0.3092,0.2496,0.3040,0.3120,0.2916,0.2948,0.1436,0.3144,0.2772,0.2776,0.3200,0.3768,0.3144,0.2808,0.2128,0.3436,0.2448,0.2972,0.2556,0.2280,0.3236,0.2792,0.3276,0.2548,0.2160,0.2992,0.2968,0.2824,0.3776,0.3404,0.2680,,0.1436,0.3776,0.2847,0.0426
21,0.3520,0.2956,0.2848,0.2784,0.2348,0.2624,0.3032,0.3172,0.2236,0.3312,0.3280,0.2732,0.3276,0.3240,0.3048,0.2316,0.3096,0.3272,0.3228,0.2896,0.2828,0.2748,0.3072,0.2844,0.2724,0.1592,0.2900,0.2780,0.2468,0.3132,0.3504,0.3020,0.2812,0.2484,0.3376,0.2764,0.3128,0.2688,0.2632,0.3096,0.2964,0.3480,0.2612,0.2368,0.3084,0.3104,0.2992,0.3268,0.3164,0.2860,,0.1592,0.3520,0.2914,0.0368
22,0.3772,0.3456,0.3328,0.2960,0.2496,0.2860,0.3196,0.3484,0.2488,0.3484,0.3424,0.3020,0.3836,0.3340,0.3204,0.2664,0.3700,0.3792,0.3288,0.2716,0.3212,0.2564,0.3208,0.2848,0.2584,0.2168,0.2876,0.2980,0.2276,0.3240,0.3240,0.3020,0.3056,0.3148,0.3232,0.3244,0.3496,0.2992,0.3296,0.3028,0.3164,0.3556,0.2768,0.2756,0.3152,0.3396,0.3228,0.2960,0.3136,0.3072,,0.2168,0.3836,0.3108,0.0373
23,0.3888,0.3908,0.3932,0.3176,0.2808,0.3172,0.3348,0.3788,0.2756,0.3716,0.3468,0.3380,0.4272,0.3352,0.3436,0.3396,0.4096,0.4196,0.3364,0.2636,0.3380,0.2752,0.3480,0.2844,0.2744,0.2816,0.3168,0.3264,0.2288,0.3352,0.3092,0.3108,0.3300,0.3740,0.3236,0.3708,0.3764,0.3376,0.4008,0.2988,0.3416,0.3440,0.3044,0.3092,0.3196,0.3828,0.3520,0.2972,0.3476,0.3436,,0.2288,0.4272,0.3358,0.0425
24,0.3832,0.3992,0.4220,0.3392,0.3144,0.3520,0.3420,0.3948,0.2964,0.3764,0.3392,0.3816,0.4528,0.3320,0.3344,0.4164,0.4124,0.4324,0.3472,0.2692,0.3360,0.3296,0.3784,0.3020,0.3172,0.3424,0.3560,0.3456,0.2404,0.3548,0.3184,0.3408,0.3572,0.4032,0.3288,0.4076,0.3916,0.3800,0.4520,0.3188,0.3628,0.3340,0.3384,0.3352,0.3356,0.4168,0.3704,0.3036,0.3880,0.3652,,0.2404,0.4528,0.3578,0.0440
25,0.3544,0.3844,0.4008,0.3536,0.3396,0.3788,0.3388,0.3980,0.3168,0.3648,0.3296,0.4164,0.4260,0.3308,0.3280,0.4472,0.3888,0.4312,0.3396,0.2960,0.3324,0.3992,0.3924,0.3204,0.3564,0.3772,0.3916,0.3528,0.2636,0.3612,0.3376,0.3568,0.3868,0.4120,0.3368,0.3988,0.3836,0.3956,0.4536,0.3200,0.3772,0.3168,0.3628,0.3592,0.3580,0.4296,0.3800,0.3236,0.4136,0.3724,,0.2636,0.4536,0.3677,0.0398
26,0.3228,0.3448,0.3452,0.3496,0.3388,0.3928,0.3420,0.3724,0.3284,0.3412,0.3304,0.4204,0.3724,0.3244,0.3300,0.4124,0.3584,0.4024,0.3180,0.3196,0.3284,0.4632,0.3792,0.3264,0.3840,0.3988,0.4012,0.3388,0.2844,0.3488,0.3512,0.3468,0.3904,0.3892,0.3368,0.3508,0.3464,0.3804,0.4276,0.3228,0.3628,0.3044,0.3676,0.3764,0.3884,0.4144,0.3696,0.3420,0.4164,0.3516,,0.2844,0.4632,0.3611,0.0359
27,0.2948,0.2960,0.2940,0.3244,0.3152,0.3876,0.3316,0.3480,0.3332,0.3276,0.3300,0.3852,0.3172,0.3156,0.3436,0.3436,0.3280,0.3488,0.2964,0.3280,0.3280,0.4916,0.3416,0.3224,0.3928,0.3880,0.3972,0.3140,0.2944,0.3292,0.3600,0.3216,0.3596,0.3576,0.3468,0.2892,0.3052,0.3328,0.3876,0.3172,0.3156,0.2964,0.3592,0.3744,0.3960,0.3908,0.3324,0.3492,0.4168,0.3268,,0.2892,0.4916,0.3425,0.0387
28,0.2808,0.2584,0.2496,0.2956,0.2848,0.3652,0.3356,0.3456,0.3368,0.3252,0.3328,0.3392,0.2956,0.3172,0.3416,0.2744,0.3108,0.3008,0.2972,0.3396,0.3312,0.4988,0.2908,0.3152,0.3804,0.3572,0.3600,0.2844,0.2968,0.3084,0.3620,0.3064,0.3108,0.3056,0.3532,0.2528,0.2724,0.2956,0.3456,0.3240,0.2812,0.3028,0.3328,0.3720,0.3980,0.3816,0.2840,0.3432,0.4124,0.3112,,0.2496,0.4988,0.3240,0.0446
29,0.2764,0.2452,0.2276,0.2804,0.2608,0.3484,0.3312,0.3520,0.3320,0.3256,0.3404,0.3020,0.2888,0.3220,0.3224,0.2328,0.3188,0.2840,0.3116,0.3388,0.3308,0.4688,0.2616,0.3276,0.3628,0.3152,0.3268,0.2704,0.3012,0.2988,0.3552,0.3088,0.2836,0.2824,0.3488,0.2608,0.2812,0.2680,0.3304,0.3280,0.2456,0.3104,0.3112,0.3688,0.3904,0.3816,0.2632,0.3100,0.4072,0.3016,,0.2276,0.4688,0.3128,0.0460
30,0.2916,0.2696,0.2392,0.2860,0.2632,0.3156,0.3332,0.3656,0.3300,0.3344,0.3508,0.2864,0.3072,0.3348,0.2992,0.2240,0.3544,0.3140,0.3316,0.3304,0.3372,0.4220,0.2536,0.3424,0.3412,0.2848,0.2868,0.2644,0.3140,0.2900,0.3424,0.3192,0.2856,0.2712,0.3372,0.2960,0.3136,0.2716,0.3412,0.3280,0.2384,0.3200,0.2884,0.3728,0.3860,0.3864,0.2700,0.2876,0.3944,0.3044,,0.2240,0.4220,0.3130,0.0421
31,0.3156,0.3168,0.2820,0.3036,0.2856,0.2888,0.3300,0.3708,0.3268,0.3456,0.3580,0.2864,0.3352,0.3396,0.2852,0.2580,0.3896,0.3408,0.3552,0.3084,0.3504,0.3712,0.2720,0.3524,0.3364,0.2884,0.2708,0.2768,0.3220,0.2980,0.3336,0.3332,0.3008,0.2924,0.3256,0.3408,0.3560,0.3008,0.3604,0.3404,0.2456,0.3260,0.2836,0.3748,0.3636,0.3816,0.2944,0.2660,0.3832,0.3068,,0.2456,0.3896,0.3214,0.0361
32,0.3404,0.3656,0.3324,0.3316,0.3232,0.2936,0.3276,0.3832,0.3312,0.3572,0.3660,0.3228,0.3716,0.3472,0.2860,0.3284,0.4172,0.3700,0.3888,0.2984,0.3632,0.3404,0.3040,0.3456,0.3184,0.3268,0.2940,0.2916,0.3148,0.3208,0.3388,0.3464,0.3212,0.3316,0.3296,0.3768,0.3792,0.3500,0.3740,0.3460,0.2712,0.3368,0.2928,0.3568,0.3224,0.3772,0.3252,0.2664,0.3852,0.3360,,0.2664,0.4172,0.3373,0.0322
33,0.3456,0.3876,0.3648,0.3664,0.3384,0.3204,0.3328,0.3940,0.3368,0.3532,0.3696,0.3704,0.3836,0.3456,0.2904,0.3912,0.4104,0.3880,0.4084,0.3036,0.3704,0.3368,0.3400,0.3396,0.3200,0.3568,0.3336,0.3256,0.2968,0.3528,0.3628,0.3676,0.3472,0.3640,0.3336,0.3936,0.3872,0.3940,0.3836,0.3552,0.3088,0.3368,0.3132,0.3372,0.2932,0.3656,0.3540,0.2836,0.3908,0.3580,,0.2836,0.4104,0.3521,0.0315
34,0.3336,0.3808,0.3660,0.3956,0.3304,0.3452,0.3344,0.4032,0.3336,0.3416,0.3672,0.4188,0.3636,0.3436,0.3032,0.4172,0.3864,0.3988,0.3856,0.3168,0.3656,0.3472,0.3676,0.3368,0.3332,0.3712,0.3724,0.3540,0.2840,0.3740,0.3940,0.3716,0.3840,0.3872,0.3344,0.3748,0.3704,0.4068,0.3688,0.3424,0.3312,0.3292,0.3436,0.3212,0.2736,0.3516,0.3868,0.3032,0.3832,0.3724,,0.2736,0.4188,0.3580,0.0324
35,0.3196,0.3552,0.3380,0.3864,0.3032,0.3592,0.3404,0.3824,0.3348,0.3140,0.3612,0.4324,0.3264,0.3332,0.3256,0.3908,0.3384,0.3776,0.3400,0.3360,0.3588,0.3640,0.3648,0.3308,0.3516,0.3668,0.3780,0.3576,0.2792,0.3776,0.4184,0.3488,0.3944,0.3692,0.3336,0.3372,0.3364,0.3820,0.3428,0.3332,0.3408,0.3140,0.3624,0.3196,0.2824,0.3268,0.3936,0.3192,0.3564,0.3632,,0.2792,0.4324,0.3500,0.0306
36,0.3116,0.3208,0.3124,0.3476,0.2724,0.3716,0.3380,0.3520,0.3328,0.2968,0.3520,0.4124,0.2920,0.3236,0.3516,0.3416,0.2992,0.3276,0.3012,0.3508,0.3376,0.3620,0.3424,0.3208,0.3532,0.3516,0.3736,0.3484,0.2764,0.3588,0.4284,0.3156,0.3656,0.3492,0.3456,0.2936,0.2916,0.3360,0.2972,0.3260,0.3144,0.3076,0.3724,0.3156,0.2856,0.3024,0.3668,0.3336,0.3312,0.3440,,0.2724,0.4284,0.3331,0.0319
37,0.3096,0.2952,0.2884,0.3008,0.2448,0.3756,0.3428,0.3304,0.3368,0.2880,0.3420,0.3708,0.2760,0.3236,0.3640,0.2928,0.2660,0.2852,0.2908,0.3684,0.3120,0.3568,0.3144,0.3108,0.3436,0.3220,0.3492,0.3152,0.2820,0.3336,0.4264,0.2968,0.3156,0.3188,0.3544,0.2716,0.2608,0.2940,0.2752,0.3276,0.3056,0.3104,0.3476,0.3188,0.3032,0.2988,0.3136,0.3356,0.3216,0.3300,,0.2448,0.4264,0.3172,0.0337
38,0.3056,0.2808,0.2808,0.2820,0.2420,0.3500,0.3412,0.3232,0.3316,0.2940,0.3276,0.3292,0.2668,0.3304,0.3492,0.2584,0.2596,0.2716,0.3088,0.3692,0.2860,0.3384,0.3036,0.3224,0.3256,0.2720,0.3144,0.2976,0.2980,0.3088,0.4008,0.3056,0.2796,0.3008,0.3448,0.2852,0.2580,0.2712,0.2852,0.3304,0.2912,0.3188,0.3192,0.3340,0.3240,0.3104,0.2764,0.3104,0.3248,0.3080,,0.2420,0.4008,0.3070,0.0311
39,0.3156,0.2924,0.2832,0.2860,0.2624,0.3096,0.3412,0.3200,0.3248,0.2936,0.3284,0.3068,0.2788,0.3468,0.3264,0.2428,0.2860,0.2984,0.3276,0.3492,0.2744,0.3244,0.3072,0.3384,0.3056,0.2364,0.2712,0.2924,0.3232,0.2908,0.3836,0.3168,0.2788,0.2888,0.3300,0.3212,0.2820,0.2760,0.3216,0.3264,0.3052,0.3308,0.2968,0.3496,0.3468,0.3184,0.2756,0.2932,0.3160,0.3036,,0.2364,0.3836,0.3069,0.0286
40,0.3356,0.3272,0.3124,0.3036,0.3032,0.2848,0.3432,0.3116,0.3224,0.3044,0.3284,0.2944,0.3148,0.3592,0.3076,0.2540,0.3344,0.3248,0.3464,0.3188,0.2864,0.3144,0.3168,0.3496,0.3120,0.2308,0.2424,0.3132,0.3304,0.2956,0.3520,0.3316,0.2912,0.3044,0.3220,0.3564,0.3148,0.3044,0.3564,0.3360,0.3156,0.3408,0.2992,0.3600,0.3460,0.3220,0.2988,0.2696,0.3212,0.3040,,0.2308,0.3600,0.3154,0.0280
41,0.3588,0.3664,0.3592,0.3316,0.3452,0.2920,0.3508,0.3180,0.3272,0.3232,0.3384,0.3052,0.3580,0.3804,0.3096,0.3040,0.3836,0.3544,0.3760,0.3032,0.3044,0.2992,0.3332,0.3432,0.3044,0.2700,0.2564,0.3412,0.3244,0.3172,0.3352,0.3456,0.3100,0.3360,0.3256,0.3800,0.3352,0.3556,0.3756,0.3416,0.3272,0.3504,0.3152,0.3464,0.3256,0.3212,0.3312,0.2836,0.3372,0.3364,,0.2564,0.3836,0.3319,0.0277
42,0.3588,0.3860,0.3940,0.3664,0.3788,0.3120,0.3652,0.3368,0.3340,0.3328,0.3412,0.3376,0.3792,0.3920,0.3200,0.3652,0.4052,0.3720,0.3948,0.3080,0.3220,0.3112,0.3516,0.3380,0.3088,0.3112,0.2844,0.3656,0.3164,0.3504,0.3264,0.3676,0.3372,0.3640,0.3236,0.3952,0.3512,0.3912,0.3808,0.3512,0.3360,0.3556,0.3320,0.3348,0.3048,0.3284,0.3588,0.2968,0.3544,0.3608,,0.2844,0.4052,0.3478,0.0293
43,0.3456,0.3744,0.3804,0.3956,0.3840,0.3364,0.3708,0.3624,0.3340,0.3304,0.3488,0.3772,0.3616,0.3996,0.3332,0.4036,0.4024,0.3856,0.3748,0.3264,0.3476,0.3300,0.3696,0.3372,0.3176,0.3416,0.3316,0.3692,0.3220,0.3708,0.3468,0.3716,0.3724,0.3788,0.3220,0.3972,0.3460,0.4084,0.3716,0.3396,0.3468,0.3504,0.3560,0.3212,0.2920,0.3284,0.3888,0.3228,0.3528,0.3704,,0.2920,0.4084,0.3570,0.0270
44,0.3288,0.3464,0.3412,0.3864,0.3616,0.3528,0.3712,0.3624,0.3368,0.3192,0.3508,0.3840,0.3344,0.3912,0.3412,0.3940,0.3636,0.3696,0.3224,0.3484,0.3668,0.3556,0.3632,0.3320,0.3516,0.3616,0.3504,0.3560,0.3272,0.3740,0.3568,0.3488,0.3828,0.3644,0.3252,0.3656,0.3276,0.3816,0.3416,0.3316,0.3520,0.3352,0.3700,0.3196,0.2948,0.3156,0.3924,0.3328,0.3328,0.3568,,0.2948,0.3940,0.3515,0.0223
45,0.3208,0.3168,0.3100,0.3476,0.3144,0.3668,0.3632,0.3460,0.3344,0.3132,0.3428,0.3612,0.3132,0.3812,0.3536,0.3548,0.3128,0.3244,0.2824,0.3660,0.3616,0.3636,0.3404,0.3220,0.3600,0.3752,0.3636,0.3432,0.3268,0.3588,0.3572,0.3156,0.3528,0.3476,0.3388,0.3336,0.3004,0.3396,0.3032,0.3256,0.3412,0.3180,0.3760,0.3156,0.2976,0.3136,0.3656,0.3432,0.3256,0.3360,,0.2824,0.3812,0.3378,0.0233
46,0.3176,0.2920,0.2932,0.3008,0.2720,0.3684,0.3536,0.3364,0.3384,0.3316,0.3288,0.3328,0.3040,0.3756,0.3592,0.3216,0.2692,0.2824,0.2840,0.3780,0.3320,0.3568,0.3148,0.3136,0.3576,0.3720,0.3588,0.3188,0.3300,0.3336,0.3504,0.2968,0.3052,0.3164,0.3456,0.3024,0.2768,0.2948,0.2796,0.3284,0.3336,0.3152,0.3448,0.3188,0.3156,0.3232,0.3124,0.3460,0.3228,0.3244,,0.2692,0.3780,0.3236,0.0277
47,0.3112,0.2820,0.2832,0.2820,0.2556,0.3476,0.3356,0.3216,0.3320,0.3508,0.3196,0.3160,0.2896,0.3696,0.3492,0.2988,0.2616,0.2688,0.3112,0.3672,0.2956,0.3480,0.3048,0.3260,0.3404,0.3500,0.3440,0.3040,0.3436,0.3088,0.3392,0.3056,0.2804,0.2996,0.3380,0.2932,0.2792,0.2672,0.2916,0.3316,0.3188,0.3164,0.3144,0.3340,0.3372,0.3484,0.2764,0.3304,0.3272,0.3036,,0.2556,0.3696,0.3150,0.0284
