Combined average reward,Arm 1,stdev,Picked Arm 1,Arm 2,stdev,Picked Arm 2,Arm 3,stdev,Picked Arm 3,Arm 4,stdev,Picked Arm 4
0.8572267067884064,0.34549415903705494,1.0745710889941575,0.2605000000000002,0.2943493652494381,0.800838919145175,0.2675000000000002,0.11958158228591964,0.4331761358813799,0.22550000000000017,0.09780160021599482,2.07284102608927,0.2465000000000002
0.864951960543282,0.4714270556419934,1.198282345095617,0.5399999999999986,0.37756015264515036,0.8301630841854828,0.5289999999999984,0.1708297628290143,0.4856483362312475,0.45000000000000034,-0.03298496655624626,2.2038480987258033,0.48100000000000037
0.8635166395005567,0.5096578111396032,1.2067918585400679,0.8329999999999862,0.4662974695197078,0.8612524568817316,0.7954999999999862,0.20282558437766293,0.5068457355845984,0.6649999999999918,-0.139734289769829,2.3335241023345668,0.7064999999999899
0.8675215549087449,0.5945824012181642,1.2466417652984694,1.1284999999999794,0.5214534380479838,0.8587927342103733,1.0884999999999765,0.22522998538653055,0.5324836329448226,0.8569999999999841,-0.2885526704435122,2.381273877698138,0.9259999999999828
0.8708097505632209,0.6242399330590425,1.254120359458714,1.4464999999999704,0.5517393113112811,0.8485118411283034,1.3579999999999706,0.251353435435129,0.5400622223627224,1.0564999999999762,-0.39859080437248606,2.445607515957665,1.1389999999999754
0.8743114845589194,0.6379788247735096,1.2303945547438009,1.7649999999999648,0.580196543731791,0.8400934137143841,1.6419999999999648,0.26143093511432464,0.5463665026019585,1.2574999999999683,-0.4576916514947697,2.457336232773408,1.3354999999999682
0.8789913870492245,0.6350821868016115,1.210933912794976,2.074999999999962,0.6178930322859612,0.8627635252133589,1.9319999999999586,0.27488255043185694,0.544609123380066,1.4534999999999625,-0.5201220301261993,2.5279685224159105,1.5394999999999655
0.884051308628388,0.6753218555148827,1.2325701693036268,2.3909999999999685,0.643465195224985,0.8557770902500276,2.2104999999999624,0.29428135841524156,0.5565595249859402,1.6504999999999603,-0.5837000521906387,2.565078333426707,1.7479999999999611
0.8879275695768529,0.6944112117796488,1.211344030410019,2.7144999999999677,0.6746955598379268,0.8497570248415734,2.503499999999965,0.30185155768252664,0.5503147948676461,1.8409999999999576,-0.6583249225797773,2.5508087099392744,1.9409999999999565
0.8976884049560265,0.7345311122970809,1.2324011372698245,3.0539999999999763,0.6932447501874363,0.8289354665108685,2.8074999999999677,0.30479357078218566,0.5443463405179759,2.0124999999999553,-0.7158635242257635,2.6079558326099552,2.12599999999996
0.9018347933322534,0.7639259271188378,1.2305725802700942,3.382499999999975,0.7121576427728052,0.8302391215964453,3.088499999999967,0.3080556788968119,0.5403070265033453,2.2079999999999633,-0.7715989249270212,2.611907607350772,2.3209999999999655
0.9027863649264872,0.7783412746628131,1.2059981010055343,3.7134999999999736,0.7254791583030897,0.8217253354985576,3.3824999999999705,0.3165241754295417,0.5400086797417354,2.400999999999964,-0.8275830544627959,2.6008667281943936,2.502999999999974
0.9070949782542512,0.798411275313393,1.2113642773605167,4.040999999999974,0.7469649022115441,0.8100102666472436,3.6754999999999654,0.3304896205390485,0.5386018199049938,2.5924999999999625,-0.851896796114301,2.639017250791032,2.6909999999999803
0.907293157341183,0.7934328886724747,1.1871894996303756,4.381499999999959,0.7623216952927452,0.7925763167360154,3.9839999999999653,0.32828470676890165,0.5308656442977483,2.7649999999999695,-0.8943142320213517,2.6322196916625145,2.869499999999983
0.9144500440042713,0.8026709944309152,1.1733488448531488,4.719999999999951,0.7747254051582988,0.7874725897544886,4.286499999999973,0.3357795747620796,0.531229765850772,2.9444999999999717,-0.9182455134783659,2.623116395051215,3.0489999999999866
0.9136243894085151,0.8199615314158005,1.1689651226913187,5.05299999999996,0.7969987148550138,0.7851706983368849,4.595499999999971,0.34141233796150144,0.5311212164871092,3.122999999999973,-0.9633144348562033,2.6045051047332466,3.2284999999999897
0.9150306373039326,0.8432320007412746,1.176549833202935,5.396999999999955,0.7997621411736556,0.7631521874875898,4.907499999999966,0.3467760018616463,0.5297533700772614,3.304999999999969,-1.0016721649750597,2.599928324590162,3.390499999999993
0.9178664971389411,0.8428414805200762,1.1577936489360487,5.750499999999959,0.8147658482077503,0.7548820471831235,5.2099999999999635,0.3426034519978692,0.5150924514248348,3.5009999999999635,-1.0123908334138552,2.610513812768466,3.538499999999994
0.919536104885233,0.8504228187706961,1.1356106685974516,6.089999999999959,0.8272218368278182,0.7499892332620258,5.524999999999966,0.3499965902776688,0.5070319986631786,3.68599999999996,-1.0349148074908965,2.6055201615681733,3.698999999999998
0.9201900874079944,0.8747025113343638,1.1341253662228383,6.442499999999942,0.8375784558128732,0.7423108852515294,5.8219999999999565,0.3550438516627539,0.49789866093843366,3.8774999999999604,-1.0491671769728812,2.6021730610651863,3.8580000000000028
0.9211920028938501,0.8805695568358176,1.1148118303290107,6.793999999999946,0.8427049062883472,0.733704456526291,6.141499999999959,0.3606113279041855,0.4944202164279995,4.055999999999959,-1.064835665559043,2.6002050764569273,4.008500000000003
0.9230740260584389,0.887351091040278,1.098298692928653,7.144499999999945,0.8524125117565436,0.7233507418447919,6.455999999999954,0.36259420401295456,0.48880030039996464,4.238499999999964,-1.0886410761083074,2.6006885192372247,4.1610000000000005
0.9220592081077297,0.8962535026659971,1.0873863682065388,7.4854999999999405,0.8529544224622313,0.711975932259493,6.770499999999948,0.3632737472663269,0.4822626679009628,4.435499999999959,-1.1180991708175505,2.5790535900968776,4.3084999999999996
