Random,EGreedy 0.0,EGreedy 0.1,Egreedy 0.2,Softmax 1,Softmax 0.1,Arm 4 mean
0.3073253026,-0.51813144,-0.5467842048,-0.2302975012,-1.2544402616,-0.7379141449,0.3
0.3074527865,-0.5181952123,-0.5298870642,-0.2214020837,-1.252958317,-0.7396639187,0.3
0.3062684472,-0.518231202,-0.5393678376,-0.2104181091,-1.2534957374,-0.7404960287,0.3
0.3045734127,-0.5184738278,-0.542130549,-0.2043343419,-1.2486279889,-0.7419303043,0.3
0.3044934423,-0.5186428124,-0.5435386838,-0.2011716542,-1.242773754,-0.7421844806,0.3
0.3034077936,-0.5185699494,-0.5426905171,-0.1983654406,-1.2423038377,-0.7363382004,0.3
0.3008539956,-0.518885121,-0.5364324287,-0.1912786939,-1.2363567893,-0.7402775818,0.3
0.2987212111,-0.5191039723,-0.5328773612,-0.1829024577,-1.2327981398,-0.7423045178,0.3
0.29940332,-0.5193127073,-0.5284291512,-0.1759814397,-1.2370629035,-0.7417600845,0.3
0.2990807046,-0.5198302349,-0.5295607179,-0.1732557579,-1.2397098486,-0.7416400439,0.3
0.2989363082,-0.5198112379,-0.5201521211,-0.1740739345,-1.2378242206,-0.7431880771,0.3
0.2989802257,-0.519809906,-0.5184715492,-0.169846019,-1.2393751521,-0.7431880735,0.3
0.2979416835,-0.5201372957,-0.5141372539,-0.1673073637,-1.2403930053,-0.7439271229,0.3
0.2991435397,-0.5202406957,-0.501822906,-0.161417804,-1.2372522736,-0.7440580531,0.3
0.301681768,-0.5201415667,-0.4970380845,-0.1605554063,-1.2383974106,-0.7478570468,0.3
0.3020728822,-0.5204302664,-0.4913571174,-0.1546948148,-1.2359537146,-0.7500084281,0.3
0.3033969194,-0.520651313,-0.489775613,-0.1537764553,-1.2341310034,-0.7507511269,0.3
0.3029405263,-0.5210496134,-0.4931507459,-0.154261167,-1.2306908234,-0.7513271169,0.3
0.3037226701,-0.5211740141,-0.495380889,-0.1515847621,-1.2280654826,-0.7519741322,0.3
0.3009654166,-0.5214767035,-0.4917797038,-0.149379727,-1.2282990266,-0.7517600872,0.3
0.3015035749,-0.5216043438,-0.4816241752,-0.1501881616,-1.227654066,-0.7520553648,0.3
0.3026041708,-0.5218346092,-0.4739800146,-0.146010393,-1.2256830237,-0.7529173396,0.3
0.3018011613,-0.5220367052,-0.4691673834,-0.1450581815,-1.223338041,-0.7497110143,0.3
0.3021228458,-0.5221189367,-0.4666420092,-0.1439963896,-1.2229692246,-0.7517792061,0.3
0.3032464292,-0.5220747957,-0.4677046982,-0.1417548434,-1.2244701655,-0.753617486,0.3
0.3047856042,-0.5222090937,-0.4659567731,-0.1424784151,-1.2205097626,-0.7538699152,0.3
0.3045413366,-0.5225605797,-0.4600924071,-0.1400334991,-1.2216125632,-0.7507988736,0.3
0.3014268959,-0.5226559999,-0.4570649383,-0.1404768604,-1.217551681,-0.7488420021,0.3
0.3035387152,-0.5225615605,-0.450610198,-0.140774117,-1.2171890002,-0.7518369278,0.3
0.3040931408,-0.5227039921,-0.4494929145,-0.1420948003,-1.2154917082,-0.7541573297,0.3
0.3040704261,-0.5227312538,-0.441795016,-0.1337183315,-1.2141621221,-0.7556239279,0.3
0.3046969919,-0.5229287097,-0.4443476009,-0.1292505605,-1.2099181744,-0.7567779574,0.3
0.305214527,-0.522960395,-0.4405308394,-0.1247496305,-1.2079910945,-0.7563695563,0.3
0.3032722015,-0.5232585108,-0.4352328501,-0.1191830621,-1.2048414469,-0.7559333394,0.3
0.3043275388,-0.5231598369,-0.4313212947,-0.1180556644,-1.202728097,-0.755591022,0.3
0.3077391917,-0.5231608191,-0.4298164717,-0.115189558,-1.1984015679,-0.7576536693,0.3
0.3070151261,-0.5232419989,-0.4268440093,-0.1160384912,-1.1992774127,-0.7579712616,0.3
0.3065248746,-0.5234637148,-0.4198927046,-0.1101598082,-1.1973712396,-0.760342683,0.3
0.3070311389,-0.5233943597,-0.4129157622,-0.1060627698,-1.1945836921,-0.7611162411,0.3
0.3068017295,-0.5232766331,-0.3980607458,-0.106556765,-1.1899520777,-0.7619564888,0.3
0.3062998141,-0.523341544,-0.4035919778,-0.105687499,-1.1901328357,-0.7659405327,0.3
0.3058619902,-0.5234414864,-0.402763223,-0.1031222025,-1.1904246224,-0.7659931535,0.3
0.3045258841,-0.5236826971,-0.406738334,-0.0991793505,-1.190075294,-0.7663233465,0.3
0.3063053122,-0.5236919312,-0.4074269537,-0.097134118,-1.1897059453,-0.7665878833,0.3
0.3060138439,-0.5237186542,-0.3973274194,-0.0958099414,-1.1896914215,-0.7666757544,0.3
0.305235791,-0.5237546195,-0.3891855978,-0.0938837015,-1.1898469057,-0.7667747848,0.3
0.3055715382,-0.5239895245,-0.3864535001,-0.0909807682,-1.1914997357,-0.7646044571,0.3
0.3043260175,-0.5241469419,-0.3881504462,-0.0946043932,-1.1870074597,-0.7653939579,0.3
0.3026086015,-0.5242612135,-0.3825945819,-0.0958389712,-1.187785727,-0.7651168575,0.3
0.3021606036,-0.5244875839,-0.3756661766,-0.0939251883,-1.1870070972,-0.7660665142,0.3
0.3029465515,-0.5245471812,-0.3743619689,-0.0930264128,-1.1858260785,-0.7669448126,0.3
0.3030191518,-0.5246546087,-0.3764027205,-0.0890305681,-1.1854504948,-0.7676009903,0.3
0.3011130143,-0.5245534687,-0.3716465562,-0.0846586369,-1.1876783553,-0.7676607466,0.3
0.3021212741,-0.524486216,-0.3684130785,-0.082235166,-1.1864997516,-0.7677132506,0.3
0.3032519961,-0.5245046729,-0.3694799339,-0.0820205697,-1.1853448826,-0.7685422572,0.3
0.3017543927,-0.5242610588,-0.3682728758,-0.0791595862,-1.1840450906,-0.7688815435,0.3
0.2992709653,-0.5242720975,-0.3666817132,-0.0789036506,-1.1848702947,-0.7655240837,0.3
0.2981250779,-0.5242061383,-0.3627843087,-0.0764006178,-1.1825417671,-0.7692167902,0.3
0.3000191452,-0.5240579094,-0.3562217192,-0.0767855129,-1.1804488743,-0.7713573118,0.3
0.2986443976,-0.5241275229,-0.347706502,-0.0744542888,-1.1775936418,-0.7714464107,0.3
0.2980869815,-0.5241148595,-0.353731422,-0.0689543343,-1.1778879752,-0.7715082615,0.3
0.2967349703,-0.5241375648,-0.3454721038,-0.0693900462,-1.1737236867,-0.771453308,0.3
0.297372413,-0.5240451191,-0.3461220813,-0.0653922692,-1.1732390821,-0.771648539,0.3
0.2986115158,-0.5243255463,-0.3441345738,-0.0646669516,-1.1704802103,-0.7730097941,0.3
0.2972927419,-0.5242076552,-0.3405187008,-0.0613312735,-1.1699942978,-0.7731157867,0.3
0.2959399559,-0.5241573861,-0.3415369726,-0.0598108036,-1.1704636564,-0.7731416321,0.3
0.294701847,-0.5241714793,-0.3391308108,-0.0612431243,-1.1672242266,-0.7732812744,0.3
0.2948362462,-0.5241700185,-0.3408116689,-0.0594747257,-1.1664437306,-0.7733198666,0.3
0.2948989699,-0.5243719974,-0.3350837506,-0.0601984821,-1.1620791692,-0.7733250605,0.3
0.2947543742,-0.5245600519,-0.3326534607,-0.058973506,-1.1602951244,-0.7734101398,0.3
0.2932814751,-0.5245400841,-0.3289405142,-0.0550991812,-1.1645300197,-0.7735069921,0.3
0.2936899217,-0.5247016014,-0.3230483448,-0.0511025744,-1.1626288196,-0.7734325362,0.3
0.2946274098,-0.524753338,-0.3253077413,-0.0492216107,-1.1610237945,-0.7735739119,0.3
0.2940080093,-0.5247957281,-0.3282524579,-0.0460462478,-1.1567134882,-0.7732362394,0.3
0.2952698444,-0.5249117241,-0.3276345292,-0.0450816083,-1.1572059215,-0.7748170033,0.3
0.2948177031,-0.5248965371,-0.3289784675,-0.0401574512,-1.154598164,-0.7773221978,0.3
0.2942184848,-0.5249757412,-0.3239597568,-0.0398644396,-1.1573172397,-0.7778369226,0.3
0.2949574169,-0.5250430826,-0.3145556996,-0.0383602184,-1.1579794382,-0.7777598904,0.3
0.2946906355,-0.5250970551,-0.3167589844,-0.0350686963,-1.1556856304,-0.7777008602,0.3
0.2941769294,-0.5252717223,-0.3144298259,-0.0310968329,-1.1577614441,-0.7778066852,0.3
0.2919079452,-0.5252959359,-0.3128234433,-0.0317381564,-1.1594836815,-0.7780909262,0.3
0.2918711952,-0.5253106579,-0.3084151042,-0.028444754,-1.1609672313,-0.7779670148,0.3
0.2926086773,-0.5252726683,-0.3040571423,-0.0269873822,-1.1593284502,-0.7779380797,0.3
0.292700925,-0.5252444863,-0.3023952399,-0.0261640136,-1.1582978929,-0.7778172678,0.3
0.2930209143,-0.5254826686,-0.2981793545,-0.0200805205,-1.1591012028,-0.7781010314,0.3
0.2940553592,-0.5254018145,-0.2952767969,-0.0175294284,-1.1606786087,-0.7802964498,0.3
0.2941566352,-0.5253541663,-0.293866016,-0.0157537373,-1.158945843,-0.7793525093,0.3
0.2926820476,-0.525568092,-0.2906914542,-0.0150413481,-1.1589067109,-0.7798472623,0.3
0.2940324104,-0.5256361434,-0.290476161,-0.0115815503,-1.1571867446,-0.7798554192,0.3
0.2945859205,-0.5256706761,-0.2889851241,-0.0112756195,-1.1571172091,-0.7802483337,0.3
0.2952118939,-0.5256411884,-0.2856851817,-0.0077192479,-1.1548833456,-0.7810928958,0.3
0.2952653316,-0.5256725264,-0.2855870095,-0.0038968419,-1.1572898412,-0.7809018861,0.3
0.296118875,-0.5256177108,-0.285495295,-0.00341668,-1.1570713838,-0.7811756505,0.3
0.2965267861,-0.5256530718,-0.2838083643,-0.0003679791,-1.150500873,-0.7814249289,0.3
0.2971161073,-0.5256563193,-0.2829460041,-0.0005497174,-1.1497584289,-0.7817112681,0.3
0.2968434245,-0.5256396797,-0.2843219975,0.0020098838,-1.1497271135,-0.783206286,0.3
0.2959222442,-0.5255942752,-0.2815806226,0.0046474818,-1.14844426,-0.7834323037,0.3
0.2958921675,-0.5257437681,-0.2761375574,0.0081636856,-1.1460038371,-0.7839748269,0.3
0.2946813019,-0.5258922239,-0.2712894155,0.0082335471,-1.14493113,-0.7840339862,0.3
0.2934549597,-0.5259474783,-0.2668300768,0.0106051369,-1.1445170393,-0.7840770197,0.3
0.2931571099,-0.5260310933,-0.2663781058,0.0110518353,-1.1434119857,-0.7840630663,0.3
0.2933467179,-0.5260576219,-0.2632700026,0.0136155681,-1.1417353671,-0.7840920557,0.3
0.2934229713,-0.5259307982,-0.2615326233,0.0148319907,-1.1375696711,-0.7841641753,0.3
0.2941138018,-0.5259347485,-0.2572530498,0.0142286568,-1.1366645892,-0.7841960663,0.3
0.2941412018,-0.5260626383,-0.2574170578,0.0132916321,-1.1358277618,-0.7842429375,0.3
0.2943734392,-0.5261552609,-0.2573181029,0.0147657603,-1.1347510083,-0.7842705141,0.3
0.2945150572,-0.5261132128,-0.2541413342,0.0139185927,-1.1361944967,-0.7844013695,0.3
0.2953639349,-0.5261070619,-0.2512311773,0.0145269145,-1.1328335409,-0.7844716253,0.3
0.2949812819,-0.5261160332,-0.2529511643,0.0148510044,-1.1315011737,-0.7845497834,0.3
0.2941452462,-0.5261212727,-0.2491323872,0.0156136668,-1.1307596654,-0.7845819513,0.3
0.2943877378,-0.5261838164,-0.2489045736,0.0160997907,-1.1333400459,-0.7845403665,0.3
0.2936752372,-0.526381691,-0.2464610953,0.0151396697,-1.134235291,-0.7845193825,0.3
0.2948443178,-0.5262808406,-0.2409250103,0.0177557354,-1.135071693,-0.7845478845,0.3
0.2939177124,-0.5263736063,-0.2378249918,0.0167100985,-1.1333852321,-0.7845691228,0.3
0.2934475298,-0.5263148398,-0.2299994457,0.0180134579,-1.1333090491,-0.784568772,0.3
0.2930053973,-0.5264274089,-0.2314585221,0.017819273,-1.1336445827,-0.7846394841,0.3
0.2929480445,-0.5265037426,-0.2304884278,0.0219256048,-1.1328438986,-0.7846876709,0.3
0.293394008,-0.5264803878,-0.2256294514,0.0207127386,-1.1330671365,-0.7847583594,0.3
0.293405564,-0.5265035072,-0.2245719805,0.0243892216,-1.1297821465,-0.7847329677,0.3
0.2929880025,-0.5265931334,-0.2265005417,0.0234077182,-1.127551423,-0.7848267922,0.3
0.2930602363,-0.5266289372,-0.2260132295,0.0212370774,-1.1286556507,-0.7848161333,0.3
0.2927289314,-0.5266940958,-0.2209270924,0.0230620296,-1.1264632436,-0.7847009177,0.3
0.2946674938,-0.5266868655,-0.2211221362,0.0217195285,-1.1265785993,-0.7846728338,0.3
0.2953465262,-0.526803997,-0.2182532683,0.0226948594,-1.1260853208,-0.7846062477,0.3
0.2956517085,-0.5267996159,-0.2183119912,0.0226806754,-1.1256881324,-0.7846059136,0.3
0.2960421471,-0.5268483905,-0.2191471164,0.0238814865,-1.1248952883,-0.7846096285,0.3
0.2968692538,-0.5268123092,-0.2205028919,0.0257847955,-1.1260199975,-0.7848583773,0.3
0.2957568456,-0.5268466304,-0.2212034762,0.0276762967,-1.1216100901,-0.7859330279,0.3
0.2957737141,-0.5269716491,-0.217933739,0.0289730197,-1.1167513428,-0.7858771694,0.3
0.2964392262,-0.5269264086,-0.2114050729,0.0286412226,-1.1165834497,-0.7859366783,0.3
0.2948435751,-0.5268759068,-0.2117027239,0.0302781436,-1.1119623671,-0.7860767092,0.3
0.2944867722,-0.5267709462,-0.2066345828,0.0299079427,-1.1113446577,-0.7861467612,0.3
0.293649874,-0.5268586733,-0.2050237527,0.0331375932,-1.1120938703,-0.7861871665,0.3
0.2949151393,-0.5269255773,-0.2025155579,0.0338441644,-1.1097485058,-0.786310295,0.3
0.2944576009,-0.5270153407,-0.1980547044,0.0338546445,-1.1075502537,-0.7863355525,0.3
0.2932261378,-0.5271471416,-0.1930853139,0.035580594,-1.1066694915,-0.7862505132,0.3
0.2934029212,-0.5271823323,-0.1947161492,0.0371890876,-1.1051927409,-0.7863404829,0.3
0.2931224753,-0.5272169883,-0.1937847653,0.0367689732,-1.1033483296,-0.7864164181,0.3
0.2926195124,-0.5272287753,-0.19670408,0.035082604,-1.1031701026,-0.7895130449,0.3
0.292634522,-0.5272344995,-0.1961315801,0.0339132521,-1.1045557717,-0.7895340072,0.3
0.2919714788,-0.5271593063,-0.1956384235,0.0346803052,-1.1035261083,-0.7895704047,0.3
0.2923121207,-0.5271699771,-0.1922970216,0.0359338553,-1.1003921739,-0.7875561666,0.3
0.292486392,-0.5272438066,-0.1925699449,0.0379259392,-1.0988328907,-0.7885437957,0.3
0.292461357,-0.5274614646,-0.1916832873,0.0392056335,-1.0962278568,-0.7896650462,0.3
0.2921148323,-0.527557422,-0.1893799518,0.0404811999,-1.0946700529,-0.7896377122,0.3
0.2938815783,-0.5275942362,-0.1925108655,0.0424887683,-1.0927582124,-0.7898231716,0.3
0.292529508,-0.5276434513,-0.191596653,0.0435173073,-1.0916065521,-0.7898473266,0.3
0.29218731,-0.5277555133,-0.1870059655,0.0438298982,-1.0872680524,-0.7898532236,0.3
0.2925884441,-0.5277222907,-0.1856283132,0.0417889862,-1.0895630254,-0.7898446936,0.3
0.2922497716,-0.5277733743,-0.1822212137,0.0402906884,-1.0911802886,-0.7899068353,0.3
0.2929005043,-0.5278221968,-0.1767638138,0.0391750125,-1.0907772693,-0.7902356292,0.3
0.2930491207,-0.5278865388,-0.1769483842,0.042965576,-1.090089429,-0.7878881173,0.3
0.2929922965,-0.5278705232,-0.1744060142,0.0428479245,-1.088211102,-0.7884542725,0.3
0.2927671547,-0.5279072265,-0.1735151028,0.0452287616,-1.0873590992,-0.7888648431,0.3
0.2922420635,-0.5278544038,-0.1722181603,0.0457322928,-1.0877464596,-0.7880486577,0.3
0.2911619144,-0.5278936681,-0.1678739585,0.0481457924,-1.0857244117,-0.788049286,0.3
0.2916232368,-0.5278949312,-0.1690040949,0.0490992396,-1.0837908209,-0.7889093538,0.3
0.2916065855,-0.5278304573,-0.1640192583,0.0476730658,-1.0846223284,-0.7894336236,0.3
0.2919842072,-0.5279063008,-0.1656583069,0.0493970828,-1.0857624317,-0.7898829862,0.3
0.291525086,-0.5279143173,-0.1640526862,0.0492084624,-1.084121101,-0.7901571876,0.3
0.2917169429,-0.5278680027,-0.1660982002,0.0497756376,-1.0815310628,-0.7902899452,0.3
0.2922646029,-0.5277841666,-0.163399363,0.0503264193,-1.0810010168,-0.7904888685,0.3
0.2921908017,-0.527820893,-0.16355184,0.0521273892,-1.0799917441,-0.7905089816,0.3
0.2926383095,-0.5278874407,-0.1638085493,0.0554575325,-1.0775308446,-0.7903038585,0.3
0.2928219028,-0.5278542204,-0.1638917538,0.0554907708,-1.0770234716,-0.7900797274,0.3
0.2925028652,-0.5278552574,-0.1615893688,0.0572603182,-1.0774889047,-0.7902526087,0.3
0.2916419491,-0.5279164167,-0.155672464,0.0593337969,-1.0769485689,-0.7899805714,0.3
0.2925263376,-0.5279853468,-0.1561960181,0.0628600278,-1.0760889492,-0.7900870161,0.3
