Random,EGreedy 0.0,EGreedy 0.1,EGreedy 0.2,Softmax 1,Softmax 0.1
0.7973070488,0.9561515934,1.1190171469,1.0975992961,0.9828327401,1.0801675937
0.7970652704,0.9562799734,1.1190087479,1.097828325,0.9829729099,1.0804790947
0.7973317339,0.9562801297,1.1193041807,1.0980647039,0.9831303996,1.0805589071
0.7974914181,0.9560951489,1.1191331767,1.0982283718,0.9831662818,1.0807669159
0.7974046729,0.9560895869,1.1190954798,1.0982905767,0.9830650134,1.0809362355
0.7972759485,0.9560098261,1.1192705112,1.0985931846,0.9832779859,1.0811022299
0.7970404271,0.9562518344,1.1196260801,1.0986850707,0.9831961718,1.0812708
0.7971387685,0.9562745982,1.119637143,1.0986975725,0.9833318232,1.0815302206
0.7970928646,0.9562592395,1.1196678242,1.0989328256,0.9830316601,1.0815139195
0.7970733741,0.9562582796,1.1198926806,1.0990774262,0.9830297397,1.0816955088
0.7972258719,0.9562888604,1.1201409523,1.0992156357,0.9832146276,1.0819313038
0.7972009682,0.9561602589,1.1203335795,1.0993004268,0.9831986609,1.0820909654
0.7971968941,0.9561711515,1.1203862918,1.0993142211,0.9831824891,1.0823045815
0.7971053987,0.9561260598,1.120591773,1.0996510073,0.9833587559,1.0825200535
0.7974058113,0.9559118968,1.1207687274,1.0998586261,0.9831283991,1.0826861207
0.7976036909,0.9557104756,1.1209729092,1.1003388375,0.982845433,1.0828668332
0.797551209,0.9557341678,1.1211752252,1.1004433723,0.9828258219,1.0830812085
0.7975795323,0.9556727058,1.1213040333,1.1005727723,0.9828238085,1.0831801415
0.7973591035,0.9557356444,1.1214699359,1.1006799009,0.9826939518,1.0834228088
0.7974057492,0.9557539854,1.1217466647,1.1007733112,0.9826499799,1.0836695482
0.7973756094,0.9558262002,1.1217714614,1.1008974874,0.9826899471,1.0838053524
0.7972808989,0.9558653073,1.1220064433,1.1012605126,0.9826274775,1.084038
0.7971383877,0.9559105423,1.1222481759,1.1012696901,0.9829475604,1.084062668
0.7973454091,0.955795064,1.1225416654,1.101568848,0.9828744101,1.0840800029
0.7972101899,0.955670204,1.122625321,1.1017004059,0.9828531081,1.0843579664
0.7972932709,0.9557387582,1.1228253791,1.1018050845,0.9829832121,1.0846270655
0.7973827752,0.9557167641,1.1230573815,1.1020864333,0.9829089468,1.084730039
0.797602361,0.9556080407,1.1233618333,1.102276394,0.9829184792,1.0846545331
0.7973900748,0.9556512081,1.1233698806,1.1025426535,0.9830374338,1.0848042237
0.7974421184,0.9554542357,1.1235497788,1.1025078176,0.9832052346,1.0848886833
0.7973013675,0.9553828559,1.1237687389,1.1025923465,0.9834412746,1.0851682526
0.7974607861,0.9554865296,1.1238992145,1.1027928297,0.9835261536,1.0853947695
0.7975054696,0.9554536607,1.1240145286,1.1027747879,0.9835074105,1.0855348527
0.797565309,0.955457755,1.1241465443,1.1027625462,0.9834563692,1.0858623777
0.7975527409,0.9554485538,1.1241053512,1.1028625649,0.9834466273,1.0859410524
0.7975833767,0.9554812418,1.1243543874,1.1029877095,0.9833599187,1.0861929997
0.797505556,0.9555411211,1.1243788325,1.103019097,0.9833635281,1.086520674
0.797439806,0.9555266728,1.1247078333,1.103106566,0.9832927195,1.0865960876
0.7976937774,0.9555033627,1.1248599879,1.1034232056,0.9832303366,1.0866697537
0.797903337,0.9555189502,1.1249049193,1.1033639123,0.9833185615,1.0867182054
0.7981802801,0.955496148,1.1249189599,1.1034959459,0.9832952917,1.0868527044
0.7983854007,0.9554681334,1.1251661909,1.1036009306,0.9831317128,1.086844727
0.7983515519,0.9554559058,1.1251605379,1.1037604542,0.9833321023,1.0869865231
0.7986337451,0.9554438636,1.1253230633,1.1038847868,0.983320441,1.0871702788
0.7986708792,0.9555284518,1.1255401006,1.1040569056,0.9834335153,1.0873162242
0.7987369204,0.9554388591,1.1255389636,1.1041767569,0.9833436156,1.0874192714
0.7987872504,0.9554586034,1.1256584754,1.104359473,0.9832682968,1.087531787
0.7987596388,0.9554582235,1.125914523,1.1044511737,0.9834517616,1.0877575502
0.7989557098,0.9554891338,1.1261279876,1.1045174245,0.9836725688,1.0878085274
0.7990759524,0.9554503363,1.1262434855,1.1045604432,0.9836899464,1.0879888821
0.7989965266,0.9554605066,1.1263681795,1.1044794108,0.9837120032,1.0881949757
0.7991814156,0.9553395249,1.1266337347,1.104608912,0.9836121213,1.0883304291
0.7991762277,0.9552444477,1.1267623416,1.1047183158,0.9835834562,1.0884910049
0.7991503343,0.955175177,1.1269450428,1.1048476932,0.9835354555,1.0887059307
0.7991673001,0.9553281856,1.1269998152,1.1048681386,0.9835279625,1.0889412266
0.7987784197,0.9554332167,1.1271184078,1.1050948151,0.9836142669,1.0889806037
0.7987354181,0.9554753766,1.1272893151,1.1052350509,0.9833940667,1.0891028341
0.7986501175,0.9555249051,1.1275350112,1.1053008507,0.9832552966,1.0892278789
0.7986452006,0.9553768639,1.1275262743,1.1055210998,0.98305358,1.0893129581
0.7984621185,0.9552796016,1.1277044525,1.1056338607,0.9831285265,1.0894259925
0.7985614004,0.9551995505,1.1278044183,1.1057261483,0.9831456704,1.0895543904
0.7987601387,0.9552936009,1.1279171486,1.1057751314,0.9831794276,1.0896181336
0.7986945511,0.9554683048,1.1280174141,1.1058735295,0.9831155273,1.089741652
0.7988134848,0.9555545366,1.1280998845,1.1060481649,0.9832469556,1.0899037164
0.798784244,0.9556139993,1.1282005489,1.1061937966,0.9831963978,1.0899869802
0.7987187991,0.9556320387,1.1282233565,1.1062809402,0.9833550096,1.0900373707
0.7986877553,0.9557433334,1.1284269816,1.1064379136,0.9834145713,1.0901848285
0.7988616517,0.9556614864,1.1286319776,1.1066239885,0.9833642807,1.0903563052
0.7989392507,0.9556394985,1.1287883415,1.1068334375,0.9834173872,1.0904602254
0.7990352313,0.9557244156,1.1289753675,1.1068358152,0.9832849673,1.0905432479
0.7989595878,0.9557443377,1.1292552764,1.1071107272,0.983321154,1.0907959915
0.7989191927,0.9558985071,1.1292577756,1.1072251818,0.9832111909,1.090987044
0.7988868257,0.9558298234,1.1294905055,1.1073115874,0.9832814434,1.0911219566
0.7990293115,0.9559649373,1.1294155528,1.1072666431,0.9833940036,1.0913325565
0.7991046549,0.955915126,1.1294113394,1.1072550825,0.9832669651,1.0915012508
0.7992140026,0.9559111078,1.1296199015,1.1072207648,0.9833128032,1.0916095502
0.7994244897,0.9558552432,1.1296223958,1.1070891804,0.9833122866,1.0916899525
0.7995491662,0.9560179949,1.1295943063,1.1072000327,0.9833375703,1.0918196736
0.7995263952,0.9560136718,1.1296207945,1.1073469062,0.9834930889,1.0919690347
0.7994609491,0.9560745919,1.1297623486,1.1074951733,0.983680876,1.0920959583
0.7994530858,0.9561283638,1.1298503691,1.1076018584,0.9835295917,1.0923466685
0.7995819868,0.9561298727,1.1300160283,1.1077620244,0.9836263097,1.0925067891
0.7995216072,0.9561936316,1.1304219911,1.1077622567,0.983673187,1.0923650112
0.7995396956,0.9561839787,1.1304452303,1.1077942703,0.9836804949,1.0927024676
0.7997436798,0.9561302756,1.1307278952,1.1078749102,0.9834866781,1.0928821372
0.799500183,0.9561090912,1.1309491175,1.1080774754,0.9835242196,1.0931146076
0.799323083,0.9561764279,1.1310638965,1.1082006352,0.9834061019,1.0932425139
0.7992166488,0.9561209425,1.1313423602,1.108262429,0.9835224065,1.0933092369
0.7989950009,0.9563675706,1.1313911761,1.1083127131,0.9834779252,1.0934215034
0.7989763142,0.9565526239,1.1316256582,1.1084121777,0.9834743203,1.0934763421
0.7987477341,0.9566131369,1.1318243081,1.108406709,0.9834230268,1.0936497946
0.7986943639,0.9566029648,1.131914231,1.1083824514,0.9834379495,1.0937409516
0.7985180084,0.956621887,1.132062537,1.1084759613,0.9833726688,1.0938076054
0.7986014327,0.956587633,1.1322861252,1.1085907762,0.9833419456,1.0938984221
0.7987461052,0.9566619158,1.1323304067,1.1086652185,0.9833561454,1.0940836491
0.7986388121,0.9565017828,1.1325299634,1.1087199645,0.9832281451,1.0943186241
0.7987843388,0.9565128973,1.132709484,1.1088636792,0.9833532589,1.0943191297
0.7987913529,0.9563943709,1.1329228703,1.1090030973,0.9833670453,1.0944104973
0.7986943461,0.9563299115,1.1331440763,1.109101363,0.9834383203,1.0946207284
0.7986348195,0.9562421609,1.1332484165,1.1091673317,0.9836030978,1.0946643223
0.7987377625,0.956172828,1.1333485858,1.1093974411,0.9836716045,1.0947146382
0.7989220554,0.9560300486,1.1334068033,1.1094463604,0.9835490473,1.0947409024
0.7986708946,0.9560401981,1.1336364093,1.1095060138,0.9835842334,1.0948765333
0.7987889522,0.9559194406,1.133670158,1.1095832092,0.9834582403,1.0949369779
0.7989230408,0.9559127286,1.1339431184,1.1098945851,0.983570252,1.0949956909
0.7987624492,0.9560066305,1.1340863311,1.1100012047,0.9836132063,1.0950759321
0.798685417,0.9560851061,1.1341920235,1.1102203904,0.9835722185,1.0951184615
0.7987678393,0.9560823686,1.1343430138,1.1103540959,0.9833784559,1.0952266247
0.7988469209,0.9561450726,1.1344553101,1.1102538853,0.9834928042,1.0953909253
0.7988933306,0.9561780475,1.1345554602,1.1103097292,0.9836396544,1.0955578757
0.7989744208,0.9561019128,1.1347313212,1.1103124874,0.9837613679,1.0956992567
0.7989935085,0.956144064,1.1349140674,1.1103263667,0.9837674237,1.0958500411
0.7989259314,0.9563834884,1.1350460702,1.1104471192,0.9838572515,1.0959572403
0.7989048397,0.9563923436,1.1351021783,1.1104443743,0.9838622835,1.0960588306
0.7988796269,0.9564757668,1.1351624931,1.1103297925,0.9837804231,1.0962114689
0.7989862101,0.9564912677,1.1353059049,1.1105292166,0.9836087134,1.0964180687
0.7989197675,0.9563462572,1.1353540635,1.1107248195,0.9836564316,1.0965398689
0.7988437602,0.9564244968,1.1353226693,1.1107056048,0.9834671492,1.0967025381
0.7988530281,0.9564731096,1.1353236743,1.1108252418,0.983364284,1.096738248
0.7990207415,0.9564103832,1.1355000333,1.1106682725,0.983465024,1.0968470781
0.7991307145,0.9564297586,1.1356664398,1.1106935497,0.983500874,1.0969140113
0.7988961364,0.9564494048,1.1357263296,1.1106668235,0.9835031773,1.0969945334
0.7989900361,0.9564544953,1.1356650386,1.1108283403,0.9833567005,1.0971299066
0.7990150727,0.9563965332,1.1358016927,1.110760327,0.9834227916,1.0972451378
0.7991286196,0.9563514278,1.1359782568,1.1105942214,0.9833207397,1.0973207474
0.7991781395,0.956331177,1.136112323,1.110703509,0.9833063725,1.097364511
0.7989194306,0.9564287071,1.1363558695,1.1108018608,0.9832233202,1.0973774722
0.7989851253,0.9564698297,1.1364694823,1.1108628657,0.9830784824,1.097323493
0.7988466096,0.9566119564,1.1365156879,1.1108562283,0.9828812441,1.0974582746
0.7991044304,0.9565011453,1.1365568691,1.1108956155,0.9828670272,1.0975778966
0.7992219005,0.9564747497,1.136841672,1.1110011754,0.98288324,1.0977212774
0.7990974438,0.9564637213,1.1368614267,1.1111210368,0.9827642534,1.0978263292
0.7992749317,0.956552474,1.1369642022,1.1112432765,0.9828874701,1.097832013
0.7991108076,0.9566006596,1.1372363393,1.1113100704,0.9827373448,1.0979246924
0.7991044359,0.9565464341,1.1374358858,1.1113498497,0.9827930996,1.0980696026
0.7991442415,0.9565805527,1.1375856599,1.1113633278,0.9829192494,1.0982517717
0.7993579934,0.9566449904,1.1375963653,1.1114569105,0.9828337213,1.0982603034
0.799307521,0.9565308551,1.1377582302,1.1114247471,0.9827135979,1.0982798172
0.7992192953,0.9564834551,1.1378619918,1.1114932911,0.9827421178,1.0983532816
0.7994331758,0.9565413448,1.1378601017,1.1115390786,0.9828086931,1.098399686
0.7993039254,0.9564272533,1.1379066465,1.1117123549,0.9828978656,1.0985191308
0.7992426113,0.9564136746,1.1378555928,1.1117131422,0.9828199126,1.0985277781
0.7991765303,0.9562542238,1.1378094831,1.111929143,0.9828288788,1.0987261711
0.7991833535,0.9562456248,1.1379398343,1.1121135447,0.9828196253,1.0987862953
0.7990859693,0.9562727919,1.1379696528,1.112122185,0.9828946304,1.0988209759
0.7991808538,0.9562611354,1.1380092864,1.1122452488,0.982967038,1.0988676803
0.7992244265,0.9563015283,1.1381234885,1.1122882666,0.982985965,1.0989779017
0.7991697512,0.9561995755,1.1381604783,1.1124244102,0.9829760574,1.0990973883
0.7991506386,0.9563107124,1.1382519343,1.1126098809,0.9830896765,1.0992113662
0.7989929699,0.9563231284,1.1383158212,1.1127398589,0.9831534017,1.0992846412
0.7988185913,0.9563058359,1.1385089533,1.1127999508,0.9830402832,1.0994020238
0.7988005902,0.9562927662,1.1385787279,1.1129589335,0.9830057252,1.0995572561
0.7988726455,0.9564323953,1.1387922791,1.1129132756,0.9828539082,1.0995317824
0.7988119957,0.9565493451,1.1388651051,1.1129704922,0.9828372058,1.0995889368
0.7989224348,0.9565218938,1.1389262309,1.1128494527,0.9828152582,1.0997640441
0.79896781,0.9564567845,1.139032705,1.1128652652,0.9828275879,1.0998554056
0.7990554909,0.9566032523,1.1390968276,1.1128636842,0.9827640035,1.0999866056
0.799017594,0.9565574666,1.1392272986,1.1128869209,0.9827277387,1.1001186488
0.7990883009,0.9565255875,1.139324525,1.1128418204,0.9827002477,1.1002479089
0.7989934087,0.9564383895,1.1394177707,1.1128147342,0.9827704372,1.1003872672
0.7991354965,0.9563856449,1.1393239387,1.1130582656,0.9828532657,1.1005308352
0.7992768275,0.9564499541,1.1393430032,1.1132185915,0.9827631662,1.1006187829
0.7992991907,0.956474091,1.1393906218,1.1131588484,0.982790572,1.1006805964
0.7992271792,0.9565610806,1.1395279942,1.1132743869,0.9828118288,1.1007464131
0.7993402526,0.9566061522,1.139687327,1.1132774568,0.9827116195,1.1009119289
0.7995370251,0.9566065324,1.1397544514,1.1133418018,0.9827640122,1.1010605176
0.7995217193,0.9565871737,1.1396229869,1.1134227143,0.9829298206,1.1011148265
0.7995284639,0.9566860823,1.1397635273,1.1134793571,0.982843802,1.1011000172
0.7995999219,0.9566289039,1.139846287,1.1135521598,0.9829138439,1.1012424799
0.7996076496,0.9565475268,1.139989061,1.1135537178,0.9830837532,1.1013164489
0.7996979409,0.9566130824,1.1400955148,1.1135451596,0.9830964289,1.1014957265
0.7996825411,0.9567256868,1.1402600947,1.1137135743,0.9831201032,1.101577473
0.7997005729,0.956725014,1.1404284556,1.1138352075,0.9830476867,1.1016161488
0.7997594131,0.9567213188,1.1405883507,1.1139287993,0.9831378671,1.1018701551
0.7996778102,0.9566601355,1.1407301414,1.1141391629,0.9832556428,1.1019824289
0.7997932529,0.9566836196,1.140803594,1.1142053723,0.9834609977,1.1021343471
0.7996953501,0.9566318909,1.1408846926,1.1142470731,0.9834254239,1.1021086693
0.7995552422,0.9566436313,1.1409518708,1.1143551002,0.9833600825,1.1022640193
0.7996969542,0.9566509602,1.1411243264,1.1142716276,0.9833237524,1.1023050114
0.7996970067,0.9566949215,1.1413067874,1.114251127,0.9833404529,1.1024331022
0.7998912894,0.9568283761,1.1414349871,1.11444742,0.9834098753,1.1025542827
0.7997479245,0.9569242757,1.1415086671,1.1143668487,0.9834483465,1.1027327019
0.7995468738,0.9569035007,1.1415951313,1.1144315875,0.9834812071,1.1028406004
0.7996463724,0.9569705313,1.141666115,1.1143874908,0.9835794169,1.1028983893
0.7997115657,0.9568916117,1.1416891398,1.1143006688,0.9835383056,1.1028857544
0.7996532433,0.9569298006,1.1417078065,1.1143110854,0.9834875237,1.1031681014
0.7996364406,0.9569291997,1.14186349,1.1143369984,0.9834023523,1.1031732392
0.7996495175,0.956894297,1.1420868625,1.1144375617,0.9833269639,1.1032850905
0.799660247,0.9567575732,1.1421852404,1.1145204328,0.9833708634,1.103454128
0.7998436533,0.9567970347,1.1422715031,1.1145490146,0.9833622169,1.1035226664
0.7999779295,0.9568901371,1.1422730032,1.1145880176,0.983506613,1.1036131058
0.7999477256,0.95682071,1.1423084497,1.1145710238,0.9834435434,1.1037993143
0.7998079043,0.9568692837,1.1423558258,1.1146960183,0.9835453548,1.1038241938
0.7998470515,0.9568794053,1.1423200686,1.114874287,0.9834904067,1.1038884182
0.7998575896,0.9569475475,1.1423799491,1.1149023566,0.9834673464,1.1038524998
0.7999454469,0.956929803,1.1424716946,1.1151583825,0.9834383,1.1038151549
0.7998643119,0.9569718331,1.1426178518,1.1151043398,0.9833585678,1.1039468775
0.7999171019,0.9569332681,1.1427612746,1.1151263212,0.9832861614,1.1040793643
0.7998261968,0.9570133596,1.1428190784,1.1151805884,0.9833246953,1.104175282
0.7998598534,0.9569956867,1.1429550298,1.1153101624,0.9832872085,1.1041840139
0.7997265608,0.9571557101,1.1430244563,1.1154390152,0.9831757879,1.1042550865
0.799654354,0.957161753,1.1431287285,1.1156533731,0.9830997929,1.1043037581
0.7996587951,0.9571018516,1.1431823583,1.1156923289,0.9832049348,1.1044593472
0.7996792263,0.9570677227,1.1431880199,1.1157961149,0.9831149394,1.1045059366
0.7996471624,0.9570146901,1.1431784537,1.1157761407,0.9829941134,1.1046499207
0.7997077583,0.9570695142,1.1431584206,1.1159571585,0.982917045,1.1047292017
0.799708824,0.9571173661,1.1433310713,1.1160208866,0.9830394296,1.1047211978
0.7998079155,0.9571224455,1.1434240473,1.1160391134,0.9830520906,1.1047762069
0.7996538338,0.9572273251,1.1434886181,1.1160792213,0.9831242048,1.1048840185
0.7995297652,0.9571115719,1.1435118297,1.1161301644,0.9830762212,1.1049282861
0.7993333563,0.9571062976,1.1434927947,1.1161070652,0.9831985069,1.1049236654
0.7993201386,0.9571943093,1.1434602316,1.1161559841,0.9831186755,1.1050519532
0.799388046,0.9570480366,1.143648807,1.1162016336,0.9830987213,1.1052097033
0.7993948844,0.9570390978,1.1437189019,1.1162832692,0.9830830262,1.1054120602
0.7994721267,0.957074736,1.1437616028,1.1164104219,0.983036644,1.10544957
0.7995237848,0.9570505238,1.1438478135,1.116464258,0.9832267188,1.105621545
0.7994980528,0.9570355523,1.1439819744,1.1166133939,0.9833119566,1.1057443527
0.7994501072,0.9570699321,1.1440440546,1.1167348335,0.983264507,1.1058104415
0.7992788877,0.9570579306,1.1440456057,1.1167463478,0.983343341,1.1059056081
0.7992067729,0.9570517711,1.1440740176,1.1167977471,0.9834065768,1.1060042794
0.7992906999,0.9570995888,1.1441267338,1.1167657953,0.9834091232,1.1060261596
0.7992558999,0.9571299286,1.1441145674,1.116774898,0.9835221131,1.1061512659
0.7993191001,0.9571277962,1.1442604361,1.1168751876,0.9835058689,1.1062909865
0.7991922483,0.9571000969,1.1443052932,1.1169404383,0.9836104555,1.1064497354
0.7992441948,0.9570595411,1.1443508436,1.1170515428,0.9835442835,1.1064589016
0.7994407455,0.9569942386,1.1445017683,1.1170335322,0.9835173424,1.1066515954
0.7995422364,0.9570080632,1.1447277451,1.1171547569,0.9833715553,1.1067300885
0.7996340979,0.9570328477,1.1446736816,1.1172184692,0.9834170218,1.1068065514
0.7996343219,0.956944228,1.1448749899,1.117233834,0.983405512,1.1068879784
0.7995847386,0.9569583201,1.1449509755,1.1172340678,0.9834704818,1.1069571129
0.7996084946,0.9570087599,1.1450845207,1.1173196862,0.9834616539,1.1070281461
0.7995935871,0.9570095143,1.1451180277,1.117313978,0.9834467004,1.1071790804
0.799600593,0.957028586,1.1452991705,1.1173755529,0.9835328966,1.1072497128
0.7995942798,0.9570513297,1.1453433096,1.1174550967,0.9836308049,1.1073059828
0.7996092516,0.9571006751,1.1453730518,1.1174776677,0.9836329239,1.1073643223
0.7995398061,0.9572010913,1.1454105465,1.1175352849,0.9835011108,1.1074328555
0.7995577713,0.9572320451,1.1454671139,1.1176818509,0.9835138008,1.1074497283
0.7996886719,0.9572856378,1.1456598359,1.1178260749,0.983418291,1.1073726513
0.7995825893,0.9571921011,1.1456553376,1.11801143,0.9834313897,1.1074786719
0.7993820768,0.9571952079,1.1457950221,1.1179834336,0.9834795976,1.1076814585
0.7993592712,0.9571751078,1.1459083915,1.1179485,0.9835387525,1.1076867367
0.799347534,0.9571322915,1.1460108677,1.1179725971,0.9835172686,1.1077576271
0.7993630069,0.9571835304,1.1461982198,1.1181441539,0.9834730893,1.1079046374
0.7994929268,0.9571515925,1.1463655411,1.1181423741,0.9834651927,1.1079716918
0.7994568443,0.9572295825,1.146526055,1.1182748484,0.9835029562,1.1080707822
0.7994460543,0.9571728746,1.1466041486,1.1183711323,0.9834224455,1.1081282274
0.7994333905,0.9571901351,1.1467531816,1.1183944174,0.9834994323,1.1083150004
0.7994731702,0.9571841232,1.1467446992,1.1183786766,0.9834439634,1.1084444222
0.7994556907,0.9571874549,1.1468391013,1.1183978815,0.9833345279,1.1084926063
0.7992766919,0.9571400314,1.1469538469,1.1184860672,0.9834226582,1.1085708543
0.7992405061,0.9570398026,1.1469996911,1.1186494667,0.9834606528,1.108710434
0.7991327089,0.9569650064,1.1471080845,1.1185889491,0.9833471245,1.1087675672
0.7990612955,0.9569779962,1.1470884384,1.1184820144,0.9833832849,1.1087944957
0.7991793301,0.957038707,1.1471279376,1.1185571276,0.9834214265,1.1089268836
0.7992378453,0.9570926912,1.1472152911,1.1184966134,0.9834862172,1.1090230721
0.7994139367,0.9572091643,1.1473294952,1.1185180035,0.9834672428,1.1090513276
0.7993701023,0.9572674494,1.1473704002,1.1187050009,0.9833344628,1.1092358704
0.7994079038,0.9573282343,1.1473549105,1.1187878373,0.9833212913,1.109234138
0.7995755051,0.9573774062,1.1474458288,1.1189539814,0.9834235072,1.1092529207
0.7993973384,0.9573348756,1.1475453568,1.1190922684,0.9833923911,1.1094048978
0.7994282891,0.9572972674,1.1476260004,1.1191975672,0.983255223,1.1095223118
0.7993602945,0.9572794192,1.1476450379,1.1192834404,0.9832118741,1.1095455208
0.7992503755,0.9573495698,1.147657677,1.1195354939,0.9832035429,1.1096607733
0.7992001261,0.9572768653,1.1477573994,1.1195457665,0.9831381874,1.1097286576
0.7993333183,0.9573025945,1.1478174321,1.1195440671,0.983110526,1.1098530808
0.7993706905,0.9573491636,1.1478043656,1.1196205807,0.9831724377,1.1098422659
0.7992146197,0.9573910496,1.1479178326,1.1196483589,0.983122988,1.1099839543
0.7991795957,0.9574389667,1.1479647065,1.119688889,0.9831107946,1.1100565452
0.7990576635,0.9574125139,1.1479490043,1.1198529114,0.9831416781,1.1101264923
0.7990973293,0.9573754923,1.1479895422,1.1199368763,0.9829955932,1.1101725108
0.7990879184,0.9573551724,1.1480093283,1.1200499629,0.9828593976,1.1103304784
0.7991931716,0.9572705177,1.1480668166,1.1200970727,0.9829706487,1.1102977776
0.7989436689,0.9573171426,1.1481191408,1.1200539194,0.9831040589,1.1102301732
0.7988802753,0.9572976329,1.1482123681,1.1201294328,0.983015993,1.1103414609
0.7988268625,0.9573685489,1.1481948149,1.1202219136,0.9830968776,1.1104400984
0.7987341005,0.9572995421,1.1482518541,1.1203229431,0.9831756417,1.1104804467
0.7987130859,0.9573388067,1.148344709,1.1203035763,0.9832196039,1.1105088127
0.7987794373,0.9572151737,1.1483433283,1.1202299932,0.983265479,1.1105802526
0.798753543,0.9570843333,1.1483693485,1.1202898455,0.9834386767,1.1105710896
0.7988164552,0.9571390476,1.1484359641,1.120350195,0.9833952765,1.1105486821
0.7988161752,0.9570650194,1.1484876773,1.1203766811,0.9834345728,1.1105559463
0.7988725571,0.9570499803,1.1484535761,1.1204271143,0.9834084912,1.1106524947
0.7988563349,0.9570601733,1.1484731422,1.1204567951,0.9834067361,1.1107137425
0.7988594921,0.9570937726,1.1486001236,1.1204871095,0.9834748711,1.1106980345
0.7988865982,0.9569843433,1.1487455342,1.1205849575,0.9834807973,1.1107916271
0.7989414616,0.9570006962,1.1488462378,1.1207120331,0.9834227064,1.110856783
0.7988519007,0.9570814458,1.1490252615,1.1207707851,0.98354234,1.1109701624
0.7988150336,0.9570496773,1.1491599332,1.1207047189,0.9835408292,1.1109775325
0.798820278,0.9570160085,1.1492239808,1.1207288992,0.9836282078,1.1110001624
0.7989146562,0.9570522203,1.1493663631,1.1208507707,0.9836290454,1.1111238735
0.7988732643,0.9569884437,1.1493681545,1.1207980268,0.9837316062,1.1112357002
0.7988919827,0.9569632085,1.1495299463,1.1209289083,0.9838614986,1.1113386601
0.798887784,0.9570302509,1.1494625994,1.1210166189,0.9839739474,1.1114085726
0.7988198833,0.957041013,1.1496236502,1.1210621052,0.983991682,1.1115670525
0.7988438688,0.9570347618,1.149725374,1.1211272413,0.9839588476,1.1116495097
0.7988485479,0.9569560901,1.1496907056,1.1212383389,0.9840108608,1.111779599
0.7987472119,0.9569995657,1.1497254168,1.1213009069,0.9839976313,1.111833969
0.7987439555,0.9570368162,1.1498081587,1.1213444443,0.9840432991,1.1118878289
0.7988635265,0.9570395987,1.1499124871,1.1214185606,0.984029681,1.1119988939
0.7986713961,0.9570584815,1.1498902779,1.1213519556,0.9840085424,1.112062657
0.7984184374,0.9570074934,1.1499969557,1.1213849613,0.9839259594,1.1121376262
0.7985680731,0.9570727602,1.1499972221,1.1213901932,0.9839442796,1.1123008346
0.798595753,0.9570071322,1.1499946763,1.1214308289,0.9839035682,1.1123998678
0.7985696848,0.9569660879,1.1500769794,1.1215448365,0.9838793732,1.1124475989
0.7985120081,0.9570142137,1.1501648448,1.1215746024,0.9839463842,1.112544592
0.7984249365,0.957048328,1.1501563055,1.121736081,0.9839144984,1.1125936283
0.7984332951,0.9570297283,1.1502217503,1.1217494816,0.9839650047,1.1126253729
0.7984906222,0.9569765808,1.1502171985,1.1218728252,0.9839598555,1.112727691
0.7984338935,0.9570754168,1.1502961948,1.1218429425,0.9839969113,1.1127628476
0.7985694018,0.9570446228,1.1503426948,1.1219132855,0.98406156,1.1127941705
0.7985560777,0.9571961012,1.1504373394,1.1221326559,0.9840787336,1.1127804687
0.7985363108,0.9571339671,1.1505134627,1.1221220719,0.9840499842,1.1127505307
0.7985315083,0.9572175321,1.1506638339,1.1221546983,0.9841462022,1.1128286277
0.7985547001,0.9572307159,1.150652715,1.1221301355,0.9842032982,1.1128923882
0.7986215869,0.9571879124,1.1508349117,1.1222452401,0.9843120616,1.1129619219
0.7986002899,0.9571036481,1.1509158842,1.1223462906,0.9841929071,1.1130849231
0.7986547508,0.957153519,1.1510132389,1.1223438485,0.9841405114,1.1131536411
0.7987383326,0.9571172481,1.1510577581,1.122380309,0.984180587,1.1132448344
0.7986732747,0.9570760952,1.1510891656,1.1224184462,0.9840849663,1.1133202646
0.7986677541,0.9570052609,1.151139229,1.1223339731,0.9841233866,1.1133918217
0.798720632,0.9569891734,1.1511286999,1.1224479444,0.9840613513,1.1134512824
0.7987240647,0.9570389281,1.151134889,1.1226237054,0.9841278215,1.113458043
0.7988079365,0.9571468147,1.1512282999,1.1226995485,0.9840754378,1.1134941681
0.7988069674,0.9571707063,1.1513597248,1.1227526412,0.9840808427,1.1135960918
0.7990580945,0.9573160093,1.1514285607,1.1228064448,0.9841646937,1.113631131
0.7991583217,0.9573445438,1.1515538507,1.1228374965,0.9840984641,1.113759251
0.7991074167,0.9573422195,1.1516686127,1.1229219682,0.9841067131,1.1138306727
0.7989830029,0.9573012168,1.1517418886,1.1229091857,0.9840689653,1.113936032
0.7990099401,0.9573562472,1.1518148732,1.1230254046,0.9841136207,1.1139670709
0.7989822391,0.9573568646,1.1518234687,1.1230734095,0.9842704815,1.1141715717
0.7989166771,0.9573705187,1.1518730494,1.1229804088,0.9843268343,1.1142517647
0.7989899092,0.9573989515,1.1519224274,1.1230383062,0.9843033519,1.1143327558
0.798980195,0.9574068814,1.1519395795,1.1230680822,0.9842396103,1.1143052603
0.7989110764,0.9574243012,1.1520500762,1.1230909153,0.9843549148,1.1143259392
0.7987969874,0.9573490139,1.1520772722,1.1231523781,0.9842724341,1.1144462127
0.7987118782,0.9573798419,1.1521640863,1.1231672042,0.9842142539,1.1145045117
