eGreedy time,Softmax time,Arm 4 mean
0.0448575674,0.0602888532,0.3
0.0846516826,0.0820736892,0.3
0.0483243601,0.0934197005,0.3
0.0232616391,0.0842721768,0.3
0.0102802473,0.0957222067,0.3
-0.0122274233,0.1092287862,0.3
-0.0284847247,0.0999101449,0.3
-0.0469230394,0.0944514483,0.3
-0.0443141483,0.0987797296,0.3
-0.0505429033,0.1050018707,0.3
-0.0649473703,0.1066483355,0.3
-0.0683079811,0.1023049117,0.3
-0.0799909375,0.1153025053,0.3
-0.0919155238,0.1096592488,0.3
-0.0973877769,0.1058132049,0.3
-0.1018813742,0.1028119155,0.3
-0.0953228067,0.103983724,0.3
-0.094498299,0.1070002196,0.3
-0.0969006256,0.1163062806,0.3
-0.0998671579,0.1193953536,0.3
-0.0990498337,0.119204707,0.3
-0.0895791129,0.1142313178,0.3
-0.0828423111,0.1161329344,0.3
-0.0795910333,0.1263653316,0.3
-0.0667068406,0.1218805625,0.3
-0.0663829161,0.1294313879,0.3
-0.0689801163,0.1340277645,0.3
-0.0625976436,0.1302561574,0.3
-0.0628626403,0.1428280713,0.3
-0.0561706086,0.1502234967,0.3
-0.0461608768,0.1565283721,0.3
-0.0519361039,0.1579738148,0.3
-0.0502040161,0.1580834953,0.3
-0.041758115,0.1552925549,0.3
-0.0453388053,0.1642959845,0.3
-0.0341865377,0.168694057,0.3
-0.0303122928,0.1738335837,0.3
-0.0295931848,0.1795416793,0.3
-0.0288039684,0.1865196762,0.3
-0.0269272644,0.1881582043,0.3
-0.0224758049,0.1933670179,0.3
-0.0163994756,0.1935217549,0.3
-0.0203188102,0.1961889091,0.3
-0.0157607549,0.1957026543,0.3
-0.0097367373,0.1978781824,0.3
-0.0153631695,0.2000753641,0.3
-0.0162218051,0.2032169082,0.3
-0.0136457567,0.2087785426,0.3
-0.0139902227,0.2111346292,0.3
-0.0107928935,0.211191269,0.3
-0.0089540563,0.2160363632,0.3
-0.0113799023,0.2169414537,0.3
-0.0087912302,0.2135639424,0.3
-0.0069350238,0.2143913799,0.3
-0.0054171734,0.218120217,0.3
-0.0006485535,0.2184078679,0.3
0.0039005813,0.2186750353,0.3
0.0048017503,0.2223668712,0.3
0.0084980103,0.2222411166,0.3
0.0095632112,0.2224684554,0.3
0.0111669957,0.2257133011,0.3
0.0116032747,0.2285580279,0.3
0.0147384923,0.2283734917,0.3
0.0181441291,0.2280468777,0.3
0.0164413079,0.2291992633,0.3
0.0209511735,0.228456105,0.3
0.0214515101,0.2287044204,0.3
0.0263603407,0.2278899244,0.3
0.0239550022,0.2320575907,0.3
0.0266549658,0.2334782113,0.3
0.0266411988,0.2367116367,0.3
0.0281288429,0.2388416699,0.3
0.0332377048,0.241024122,0.3
0.0319221802,0.244200909,0.3
0.0367441931,0.2437840671,0.3
0.0378911147,0.2424508641,0.3
0.0394839099,0.2432419897,0.3
0.0407166368,0.2443931725,0.3
0.043197705,0.2443004692,0.3
0.0456241642,0.2455412612,0.3
0.044802753,0.2457892132,0.3
0.0466838696,0.2452963722,0.3
0.0488306297,0.2461212932,0.3
0.0503983878,0.2464581978,0.3
0.0537412204,0.246297654,0.3
0.0555608906,0.24824665,0.3
0.0562165162,0.2502575315,0.3
0.0537323786,0.2514176179,0.3
0.0589266244,0.2524123838,0.3
0.0637240072,0.2508922652,0.3
0.0623482651,0.2520607805,0.3
0.0617325152,0.2532949374,0.3
0.0611855972,0.2523718294,0.3
0.0628970061,0.2517822109,0.3
0.0622042662,0.2513690797,0.3
0.0627295368,0.252501658,0.3
0.064828603,0.2531299596,0.3
0.063985929,0.2524195829,0.3
0.0649695716,0.2525711834,0.3
0.0659711818,0.2536141611,0.3
0.0651887645,0.2558042155,0.3
0.0673093984,0.2562458308,0.3
0.0676283328,0.2581479203,0.3
0.067520357,0.2590335516,0.3
0.0681302687,0.2586277688,0.3
0.0729768965,0.2584680647,0.3
0.0728177083,0.2586392572,0.3
0.0758710173,0.2594450584,0.3
0.0753051741,0.2609078567,0.3
0.0791242931,0.2617102285,0.3
0.0799037073,0.2598726181,0.3
0.0800693768,0.2611994835,0.3
0.0811172954,0.260009563,0.3
0.083917302,0.2612253494,0.3
0.0839238995,0.2630875792,0.3
0.0873572908,0.2637864622,0.3
0.0887452784,0.2642567115,0.3
0.0878549947,0.2641053853,0.3
0.0901579065,0.2653062012,0.3
0.0903975112,0.265887895,0.3
0.0899937765,0.2677370683,0.3
0.0903523974,0.268906196,0.3
0.0931882704,0.2694966248,0.3
0.0917838105,0.2683892544,0.3
0.0926677842,0.2684916988,0.3
0.0935424399,0.2683042827,0.3
0.0956936105,0.2677643449,0.3
0.0972954965,0.2674911186,0.3
0.0964025168,0.2673712705,0.3
0.097587095,0.2670505582,0.3
0.0987296787,0.2673009823,0.3
0.1010140536,0.2679757339,0.3
0.1036014723,0.2682245168,0.3
0.1054120417,0.2676457305,0.3
0.1059315377,0.2673646491,0.3
0.1080878161,0.2684075578,0.3
0.109670616,0.2687840011,0.3
0.1133296931,0.2698056928,0.3
0.1143740148,0.270502953,0.3
0.1149178089,0.2719806808,0.3
0.1170685158,0.2728427416,0.3
0.1165198499,0.2734829904,0.3
0.117169766,0.2727136121,0.3
0.1187336998,0.2738616369,0.3
0.1221939833,0.2743880589,0.3
0.1230520399,0.2744187329,0.3
0.1245720187,0.2740023874,0.3
0.1271186305,0.2739141106,0.3
0.128399013,0.2744591748,0.3
0.1281310111,0.2742747194,0.3
0.1299983492,0.2733503256,0.3
0.1292905329,0.2728953381,0.3
0.1290696752,0.2735844709,0.3
0.1304893856,0.2726216199,0.3
0.1298538222,0.273060834,0.3
0.1297692237,0.2746187395,0.3
0.1287929062,0.2759831722,0.3
0.129283405,0.2750873178,0.3
0.1314492273,0.2751303556,0.3
0.1328087709,0.274127419,0.3
0.1334460001,0.2744535817,0.3
0.1353383201,0.2739655019,0.3
0.1358260161,0.2735772073,0.3
0.136641502,0.2728222435,0.3
0.1385985599,0.2726125062,0.3
0.1398900149,0.2722302552,0.3
0.1398556777,0.2719191691,0.3
0.1384162429,0.2725716802,0.3
0.1390874313,0.2726936867,0.3
0.1395165154,0.2728542022,0.3
0.1403177201,0.2728773886,0.3
0.1413340882,0.27321859,0.3
0.1417269336,0.2738098107,0.3
0.142909037,0.2741007829,0.3
0.1435280146,0.2745372309,0.3
0.1412247836,0.2746319738,0.3
0.1424491784,0.2747907078,0.3
0.1426239524,0.2751651472,0.3
0.1438712221,0.2763383059,0.3
