eGreedy time,Softmax time,Arm 2 mean
1.0589729831,1.0981509836,1.1
1.059061937,1.0980989944,1.1
1.0589413267,1.0980399397,1.1
1.0590715916,1.0979920908,1.1
1.0589125577,1.09805391,1.1
1.0589162462,1.0980534157,1.1
1.0590126891,1.0980434669,1.1
1.0591466554,1.0980502479,1.1
1.059043464,1.0980358763,1.1
1.0591954896,1.0980939404,1.1
1.0592421094,1.0980830387,1.1
1.0592112856,1.0981448103,1.1
1.0593668644,1.0981270328,1.1
1.0594883617,1.0981580762,1.1
1.0596159892,1.0981862419,1.1
1.059614397,1.0982086233,1.1
1.0596268092,1.0982017234,1.1
1.059619868,1.0981631152,1.1
1.0596327497,1.0981678506,1.1
1.0599278522,1.0981191199,1.1
1.0598832265,1.0982133261,1.1
1.0598747089,1.098237766,1.1
1.0598434305,1.0981349036,1.1
1.0599281311,1.0981295236,1.1
1.0599486056,1.0982173739,1.1
1.0601696654,1.0982526894,1.1
1.0602759256,1.0982157564,1.1
1.06028832,1.0981684449,1.1
1.0601448749,1.0981174701,1.1
1.0601761287,1.0981265646,1.1
1.060143945,1.0980950697,1.1
1.0600594733,1.098143566,1.1
1.0601322022,1.0981939901,1.1
1.0603972048,1.0982505605,1.1
1.0604766943,1.0981944047,1.1
1.0604850531,1.0981928604,1.1
1.0606370792,1.0982386233,1.1
1.0606376726,1.0982899966,1.1
1.0605365113,1.0983338598,1.1
1.0605050206,1.0982990729,1.1
1.0604245609,1.0982843042,1.1
1.0604483681,1.0983318161,1.1
1.0605439512,1.0983958097,1.1
1.0606495498,1.0984433887,1.1
1.060799679,1.0985365332,1.1
1.0609297463,1.0985788412,1.1
1.0610188847,1.0985784256,1.1
1.0610310031,1.0985635536,1.1
1.0610907865,1.0985479584,1.1
1.0611618485,1.0985268434,1.1
1.0611848822,1.0984900019,1.1
1.0612884697,1.0984971146,1.1
1.0613631134,1.0985365244,1.1
1.061445057,1.0985039404,1.1
1.0614854773,1.0985495569,1.1
1.0615717316,1.0985621729,1.1
1.0617692013,1.0985670374,1.1
1.061740435,1.0985909159,1.1
1.0619169249,1.0986245623,1.1
1.0620334609,1.0986020598,1.1
1.0620666054,1.0985214302,1.1
1.0620154796,1.0985265191,1.1
1.0623236912,1.0985883291,1.1
1.0623975453,1.098570896,1.1
1.0624501538,1.0985502578,1.1
1.0624615703,1.0984112667,1.1
1.0624882326,1.0983521623,1.1
1.0625194823,1.0983746417,1.1
1.0625054177,1.0983223067,1.1
1.0624608441,1.098436864,1.1
1.0623784588,1.0984903588,1.1
1.0624234397,1.0983718089,1.1
1.0624267349,1.0984186147,1.1
1.0623241579,1.0984732104,1.1
1.0623278007,1.0984330087,1.1
1.0622699614,1.0984741154,1.1
1.0622599914,1.0984807032,1.1
1.0622698142,1.0985140203,1.1
1.062261576,1.098512557,1.1
1.0623052366,1.0986606277,1.1
1.0623866579,1.0986225228,1.1
1.062463995,1.0985731623,1.1
1.0624450873,1.0985049946,1.1
1.0624539719,1.0985717762,1.1
1.0626028821,1.0984879107,1.1
1.0626787695,1.0984492879,1.1
1.0626496005,1.0984543225,1.1
1.0627195459,1.098436084,1.1
1.0626793961,1.0985127795,1.1
1.0627303669,1.0985226046,1.1
1.0628061496,1.0985832499,1.1
1.0628123368,1.0986096501,1.1
1.0628507005,1.0986471293,1.1
1.0629145762,1.0986824211,1.1
1.0628838768,1.0987014585,1.1
1.0629218897,1.0986500089,1.1
1.0629675063,1.0986948288,1.1
1.0629504542,1.0987225485,1.1
1.0630431188,1.0987105995,1.1
1.063075719,1.0986828598,1.1
1.0630178501,1.0986429085,1.1
1.0630532863,1.0986478223,1.1
1.0631597358,1.0986051469,1.1
1.0632133788,1.0985961591,1.1
1.063148531,1.0986353956,1.1
1.0633528601,1.0986284959,1.1
1.0634399004,1.0986244624,1.1
1.0634620383,1.0985885747,1.1
1.063463813,1.0986034395,1.1
1.0634316978,1.0986328132,1.1
1.0636166154,1.0986908902,1.1
1.0636903517,1.0987261878,1.1
1.0636833912,1.0986890091,1.1
1.0637117795,1.0986433011,1.1
1.0637387711,1.0986290527,1.1
1.0638041481,1.0986299261,1.1
1.0638657182,1.0986160173,1.1
1.0639614361,1.0986143105,1.1
1.0639294389,1.0985728458,1.1
1.0639560656,1.0985091135,1.1
1.0639691264,1.0984950706,1.1
1.0639311234,1.0985050721,1.1
1.063991871,1.0984913518,1.1
1.0639722071,1.0984391399,1.1
1.0640141332,1.0984321541,1.1
1.063951259,1.0984721798,1.1
1.0640049423,1.0984747265,1.1
1.0640220365,1.0985345714,1.1
1.064255913,1.0985196786,1.1
1.0643163061,1.0984584772,1.1
1.0642569851,1.098483698,1.1
1.0641473646,1.0985321588,1.1
1.0639907981,1.0985464159,1.1
1.064036051,1.0985345484,1.1
1.0641198787,1.0985376871,1.1
1.0642288021,1.0985425217,1.1
1.0643568733,1.0985072324,1.1
1.0644753539,1.0985073849,1.1
1.0645765785,1.0984573119,1.1
1.0645495357,1.098508389,1.1
1.0644868691,1.0985664869,1.1
1.0643932853,1.098556776,1.1
1.064449391,1.0985574271,1.1
1.0644951494,1.0985579579,1.1
1.0645850035,1.0985558992,1.1
1.0647054142,1.0985760672,1.1
1.0646253863,1.0985194477,1.1
1.064710774,1.0985031007,1.1
1.0647412482,1.0984835903,1.1
1.0647118216,1.0985527365,1.1
1.0647095066,1.0985008659,1.1
1.0646380125,1.0985087844,1.1
1.0646252738,1.0985473229,1.1
1.0646725722,1.0985646518,1.1
1.0646003531,1.0986229629,1.1
1.0647886065,1.098617428,1.1
1.0648267824,1.0986223814,1.1
1.0648974294,1.0987206482,1.1
1.0649764069,1.098743908,1.1
1.0648977883,1.0987168418,1.1
1.0649181055,1.098723078,1.1
1.0649533217,1.0987293035,1.1
1.0650559168,1.0987210607,1.1
1.0650483864,1.0986733078,1.1
1.0649707355,1.0986501928,1.1
1.0649143137,1.0985859376,1.1
1.064973564,1.0985710559,1.1
1.0649996318,1.0985949191,1.1
1.065063767,1.0986602349,1.1
1.0650612951,1.0987114462,1.1
1.0650423185,1.0987667896,1.1
1.0650541968,1.0988295232,1.1
1.0649760603,1.0987722548,1.1
1.0651411843,1.0987968725,1.1
1.0650422229,1.0988285285,1.1
1.0650645119,1.0987583627,1.1
1.0651562021,1.0987849746,1.1
1.0652154723,1.0988438562,1.1
1.0652764492,1.0988804329,1.1
1.0653947412,1.0988370379,1.1
1.0653986065,1.098774724,1.1
1.0653545223,1.0987652709,1.1
1.0653375631,1.0987482844,1.1
1.0655091105,1.0987840597,1.1
1.065452049,1.0987705019,1.1
1.0655383879,1.0987381583,1.1
1.0654938595,1.0987322592,1.1
1.0654394604,1.0987532835,1.1
1.0654210626,1.0986969799,1.1
1.0654051486,1.0987011949,1.1
1.0654034706,1.0986496701,1.1
1.0652612329,1.0986489538,1.1
1.0652939091,1.0986403816,1.1
1.0653140143,1.0986026188,1.1
1.0653876718,1.0986004277,1.1
1.0653820362,1.098597657,1.1
1.0653182061,1.0985998535,1.1
1.0653583383,1.0986525123,1.1
1.065335834,1.098574238,1.1
1.0653550993,1.0985550113,1.1
1.0654221303,1.0985386418,1.1
1.0653605924,1.0985111091,1.1
1.0652859774,1.0984878136,1.1
1.0652754808,1.0984480345,1.1
1.0654624441,1.0984526672,1.1
1.0655605883,1.09847251,1.1
1.0655716761,1.0985049812,1.1
1.0656253781,1.0985194588,1.1
1.0657195192,1.0984470449,1.1
1.0657809685,1.0984559775,1.1
1.0657862135,1.0984516225,1.1
1.06586513,1.0984636023,1.1
1.0659122111,1.0985122066,1.1
1.0659179654,1.0985917056,1.1
1.0659605319,1.0986083336,1.1
1.0659522716,1.0986183553,1.1
1.0660037888,1.0986253066,1.1
1.0659862967,1.0985957179,1.1
1.0659208604,1.0985342958,1.1
1.0659523172,1.0985296526,1.1
1.0661029304,1.0985475639,1.1
1.0661413249,1.0985232657,1.1
1.0660848402,1.0985932556,1.1
1.0662496114,1.0985830966,1.1
1.0664025495,1.0986217798,1.1
1.0663192094,1.0986268515,1.1
1.0662741417,1.0986324674,1.1
1.066354185,1.0986070851,1.1
1.0664754778,1.0985774059,1.1
1.0664513655,1.0985832331,1.1
1.0664195845,1.0985183553,1.1
1.066461794,1.0984985252,1.1
1.0664665122,1.0985419583,1.1
1.0666266334,1.0985182664,1.1
1.0666699072,1.0985216757,1.1
1.0666948971,1.0984546717,1.1
1.0667233062,1.0985069959,1.1
1.0668060927,1.0984634573,1.1
1.066858175,1.0984764292,1.1
1.0669016039,1.0984895195,1.1
1.0670097139,1.0985209198,1.1
1.0669285639,1.0984404947,1.1
1.066939671,1.0984382141,1.1
1.0670128301,1.0984028625,1.1
1.0670680372,1.098324333,1.1
1.066998234,1.0983544072,1.1
1.0670356536,1.0983338691,1.1
1.0670750404,1.0983501523,1.1
1.0670403981,1.0983402732,1.1
1.0670780549,1.0983107828,1.1
1.0670945173,1.098272451,1.1
1.0671746099,1.0982774257,1.1
1.0671439838,1.0982675832,1.1
1.0672162162,1.0982827904,1.1
1.0672340651,1.0983376492,1.1
1.0673354378,1.098311776,1.1
1.0675754096,1.0983395442,1.1
1.0677025183,1.0983689497,1.1
1.0678142671,1.0983944049,1.1
1.0679932822,1.0984328709,1.1
1.0679612289,1.0984658835,1.1
1.0680042939,1.0985931383,1.1
1.0679706882,1.0986315916,1.1
1.0679674406,1.0986818653,1.1
1.0678518637,1.0987062015,1.1
1.0678777558,1.098727682,1.1
1.0678488543,1.0987230273,1.1
1.0678007089,1.0987458585,1.1
1.0677564202,1.0987542763,1.1
1.0677342416,1.0987755239,1.1
1.0677892555,1.0988247741,1.1
1.0677928307,1.0988824026,1.1
1.067763819,1.098930046,1.1
1.0677013133,1.0989349187,1.1
1.0676822124,1.098922073,1.1
1.0676796772,1.0989043689,1.1
1.0677696886,1.0988999868,1.1
1.0676871798,1.0989130318,1.1
1.067543415,1.0989276817,1.1
1.0676377725,1.0989528466,1.1
1.0676189724,1.0989673695,1.1
1.0675974039,1.0988684245,1.1
1.0676410484,1.0988130363,1.1
1.0676929661,1.0987956235,1.1
1.0677004708,1.0988646464,1.1
1.0676830783,1.0988766362,1.1
1.0676899347,1.0989126281,1.1
1.0676440985,1.0989378833,1.1
1.0674603152,1.0988969049,1.1
1.0674350909,1.0988200729,1.1
1.0675559451,1.0988567353,1.1
1.0675777154,1.0988507527,1.1
1.0674958627,1.098829565,1.1
1.0675242967,1.0988636266,1.1
1.0674833449,1.0988066442,1.1
1.0674477821,1.0988099495,1.1
1.0674212731,1.0987701056,1.1
1.0673518266,1.0988063545,1.1
1.067310067,1.0987568211,1.1
1.067310774,1.0987501502,1.1
